sms_id,date,from_person,to_person,phone_id,message_category
SMS_000231,2026-05-24,PERSON_00241,PERSON_00436,PHONE_00241,delivery
SMS_000232,2022-10-28,PERSON_00244,PERSON_00027,PHONE_00244,work
SMS_000233,2021-06-20,PERSON_00247,PERSON_00068,PHONE_00247,short coordination
SMS_000234,2022-07-02,PERSON_00250,PERSON_00109,PHONE_00250,OTP
SMS_000235,2022-07-07,PERSON_00253,PERSON_00150,PHONE_00253,delivery
SMS_000236,2025-09-06,PERSON_00256,PERSON_00191,PHONE_00256,meeting
SMS_000237,2025-09-27,PERSON_00259,PERSON_00232,PHONE_00259,meeting
SMS_000238,2025-07-29,PERSON_00262,PERSON_00273,PHONE_00262,short coordination
SMS_000239,2026-02-19,PERSON_00265,PERSON_00314,PHONE_00265,delivery
SMS_000240,2021-07-09,PERSON_00268,PERSON_00355,PHONE_00268,short coordination
SMS_000241,2025-05-23,PERSON_00271,PERSON_00396,PHONE_00271,delivery
SMS_000242,2021-08-19,PERSON_00274,PERSON_00437,PHONE_00274,work
SMS_000243,2025-10-08,PERSON_00277,PERSON_00028,PHONE_00277,work
SMS_000244,2024-12-11,PERSON_00280,PERSON_00069,PHONE_00280,work
SMS_000245,2022-06-29,PERSON_00283,PERSON_00110,PHONE_00283,meeting
SMS_000246,2023-12-15,PERSON_00286,PERSON_00151,PHONE_00286,delivery
SMS_000247,2024-07-10,PERSON_00289,PERSON_00192,PHONE_00289,work
SMS_000248,2022-05-18,PERSON_00292,PERSON_00233,PHONE_00292,family
SMS_000249,2021-03-15,PERSON_00295,PERSON_00274,PHONE_00295,delivery
SMS_000250,2023-12-10,PERSON_00298,PERSON_00315,PHONE_00298,OTP
SMS_000251,2025-08-25,PERSON_00301,PERSON_00356,PHONE_00301,delivery
SMS_000252,2023-12-10,PERSON_00304,PERSON_00397,PHONE_00304,meeting
SMS_000253,2022-08-01,PERSON_00307,PERSON_00438,PHONE_00307,family
SMS_000254,2023-06-21,PERSON_00310,PERSON_00029,PHONE_00310,family
SMS_000255,2022-11-02,PERSON_00313,PERSON_00070,PHONE_00313,delivery
SMS_000256,2024-12-29,PERSON_00316,PERSON_00111,PHONE_00316,short coordination
SMS_000257,2026-06-11,PERSON_00319,PERSON_00152,PHONE_00319,short coordination
SMS_000258,2025-09-20,PERSON_00322,PERSON_00193,PHONE_00322,short coordination
SMS_000259,2026-05-22,PERSON_00325,PERSON_00234,PHONE_00325,family
SMS_000260,2025-09-30,PERSON_00328,PERSON_00275,PHONE_00328,family
SMS_000261,2026-06-09,PERSON_00331,PERSON_00316,PHONE_00331,short coordination
SMS_000262,2023-07-25,PERSON_00334,PERSON_00357,PHONE_00334,OTP
SMS_000263,2021-01-23,PERSON_00337,PERSON_00398,PHONE_00337,delivery
SMS_000264,2024-08-08,PERSON_00340,PERSON_00439,PHONE_00340,short coordination
SMS_000265,2023-09-08,PERSON_00343,PERSON_00030,PHONE_00343,short coordination
SMS_000266,2025-11-26,PERSON_00346,PERSON_00071,PHONE_00346,work
SMS_000267,2026-06-09,PERSON_00349,PERSON_00112,PHONE_00349,meeting
SMS_000268,2023-05-20,PERSON_00352,PERSON_00153,PHONE_00352,short coordination
SMS_000269,2024-04-22,PERSON_00355,PERSON_00194,PHONE_00355,meeting
SMS_000270,2024-01-09,PERSON_00358,PERSON_00235,PHONE_00358,family
SMS_000271,2023-05-15,PERSON_00361,PERSON_00276,PHONE_00361,OTP
SMS_000272,2022-07-24,PERSON_00364,PERSON_00317,PHONE_00364,short coordination
SMS_000273,2022-10-12,PERSON_00367,PERSON_00358,PHONE_00367,work
SMS_000274,2024-02-18,PERSON_00370,PERSON_00399,PHONE_00370,family
SMS_000275,2023-02-14,PERSON_00373,PERSON_00440,PHONE_00373,family
SMS_000276,2022-05-15,PERSON_00376,PERSON_00031,PHONE_00376,short coordination
SMS_000277,2023-02-10,PERSON_00379,PERSON_00072,PHONE_00379,work
SMS_000278,2026-03-06,PERSON_00382,PERSON_00113,PHONE_00382,meeting
SMS_000279,2024-02-03,PERSON_00385,PERSON_00154,PHONE_00385,family
SMS_000280,2023-09-23,PERSON_00388,PERSON_00195,PHONE_00388,delivery
SMS_000281,2025-03-06,PERSON_00391,PERSON_00236,PHONE_00391,family
SMS_000282,2024-09-14,PERSON_00394,PERSON_00277,PHONE_00394,short coordination
SMS_000283,2024-01-10,PERSON_00397,PERSON_00318,PHONE_00397,family
SMS_000284,2025-12-08,PERSON_00400,PERSON_00359,PHONE_00400,meeting
SMS_000285,2026-01-02,PERSON_00403,PERSON_00400,PHONE_00403,delivery
SMS_000286,2025-09-18,PERSON_00406,PERSON_00441,PHONE_00406,family
SMS_000287,2023-11-08,PERSON_00409,PERSON_00032,PHONE_00409,delivery
SMS_000288,2021-06-11,PERSON_00412,PERSON_00073,PHONE_00412,family
SMS_000289,2022-11-26,PERSON_00415,PERSON_00114,PHONE_00415,work
SMS_000290,2025-12-27,PERSON_00418,PERSON_00155,PHONE_00418,short coordination
SMS_000291,2023-12-18,PERSON_00421,PERSON_00196,PHONE_00421,delivery
SMS_000292,2023-10-02,PERSON_00424,PERSON_00237,PHONE_00424,OTP
SMS_000293,2026-03-08,PERSON_00427,PERSON_00278,PHONE_00427,OTP
SMS_000294,2023-04-06,PERSON_00430,PERSON_00319,PHONE_00430,delivery
SMS_000295,2025-03-23,PERSON_00433,PERSON_00360,PHONE_00433,OTP
SMS_000296,2025-05-18,PERSON_00436,PERSON_00401,PHONE_00436,family
SMS_000297,2026-03-16,PERSON_00439,PERSON_00442,PHONE_00439,short coordination
SMS_000298,2021-02-13,PERSON_00442,PERSON_00033,PHONE_00442,short coordination
SMS_000299,2021-09-02,PERSON_00445,PERSON_00074,PHONE_00445,delivery
SMS_000300,2024-11-06,PERSON_00448,PERSON_00115,PHONE_00448,OTP
SMS_000301,2022-05-18,PERSON_00001,PERSON_00156,PHONE_00001,family
SMS_000302,2024-12-10,PERSON_00004,PERSON_00197,PHONE_00004,short coordination
SMS_000303,2026-02-21,PERSON_00007,PERSON_00238,PHONE_00007,meeting
SMS_000304,2022-01-05,PERSON_00010,PERSON_00279,PHONE_00010,OTP
SMS_000305,2022-09-28,PERSON_00013,PERSON_00320,PHONE_00013,meeting
SMS_000306,2023-05-24,PERSON_00016,PERSON_00361,PHONE_00016,short coordination
SMS_000307,2021-10-03,PERSON_00019,PERSON_00402,PHONE_00019,work
SMS_000308,2022-01-18,PERSON_00022,PERSON_00443,PHONE_00022,short coordination
SMS_000309,2023-09-28,PERSON_00025,PERSON_00034,PHONE_00025,OTP
SMS_000310,2022-06-18,PERSON_00028,PERSON_00075,PHONE_00028,OTP
SMS_000311,2023-05-13,PERSON_00031,PERSON_00116,PHONE_00031,short coordination
SMS_000312,2025-05-01,PERSON_00034,PERSON_00157,PHONE_00034,work
SMS_000313,2022-05-10,PERSON_00037,PERSON_00198,PHONE_00037,work
SMS_000314,2021-08-03,PERSON_00040,PERSON_00239,PHONE_00040,OTP
SMS_000315,2025-09-24,PERSON_00043,PERSON_00280,PHONE_00043,short coordination
SMS_000316,2022-12-14,PERSON_00046,PERSON_00321,PHONE_00046,work
SMS_000317,2022-05-19,PERSON_00049,PERSON_00362,PHONE_00049,OTP
SMS_000318,2021-10-14,PERSON_00052,PERSON_00403,PHONE_00052,family
SMS_000319,2023-02-20,PERSON_00055,PERSON_00444,PHONE_00055,work
SMS_000320,2021-11-20,PERSON_00058,PERSON_00035,PHONE_00058,OTP
SMS_000321,2021-04-12,PERSON_00061,PERSON_00076,PHONE_00061,OTP
SMS_000322,2025-02-27,PERSON_00064,PERSON_00117,PHONE_00064,work
SMS_000323,2023-09-28,PERSON_00067,PERSON_00158,PHONE_00067,work
SMS_000324,2024-12-30,PERSON_00070,PERSON_00199,PHONE_00070,short coordination
SMS_000325,2021-04-29,PERSON_00073,PERSON_00240,PHONE_00073,short coordination
SMS_000326,2022-12-26,PERSON_00076,PERSON_00281,PHONE_00076,delivery
SMS_000327,2025-08-27,PERSON_00079,PERSON_00322,PHONE_00079,short coordination
SMS_000328,2025-12-08,PERSON_00082,PERSON_00363,PHONE_00082,delivery
SMS_000329,2025-03-16,PERSON_00085,PERSON_00404,PHONE_00085,delivery
SMS_000330,2022-01-30,PERSON_00088,PERSON_00445,PHONE_00088,OTP
SMS_000331,2024-11-13,PERSON_00091,PERSON_00036,PHONE_00091,family
SMS_000332,2023-07-17,PERSON_00094,PERSON_00077,PHONE_00094,family
SMS_000333,2023-11-13,PERSON_00097,PERSON_00118,PHONE_00097,delivery
SMS_000334,2025-10-07,PERSON_00100,PERSON_00159,PHONE_00100,short coordination
SMS_000335,2021-06-13,PERSON_00103,PERSON_00200,PHONE_00103,family
