call_id,date,from_person,to_person,duration_sec,phone_id,call_type
CALL_000077,2025-08-15,PERSON_00077,PERSON_00412,849,PHONE_00077,voice
CALL_000078,2022-08-06,PERSON_00078,PERSON_00441,553,PHONE_00078,missed
CALL_000079,2022-11-07,PERSON_00079,PERSON_00020,30,PHONE_00079,voice
CALL_000080,2025-06-15,PERSON_00080,PERSON_00049,196,PHONE_00080,voice
CALL_000081,2022-02-01,PERSON_00081,PERSON_00171,63,PHONE_00081,missed
CALL_000082,2025-04-13,PERSON_00082,PERSON_00107,534,PHONE_00082,voice
CALL_000083,2023-10-21,PERSON_00083,PERSON_00136,854,PHONE_00083,voice
CALL_000084,2021-07-19,PERSON_00084,PERSON_00165,858,PHONE_00084,missed
CALL_000085,2025-03-24,PERSON_00085,PERSON_00194,251,PHONE_00085,voice
CALL_000086,2023-02-10,PERSON_00086,PERSON_00389,61,PHONE_00086,voice
CALL_000087,2024-07-17,PERSON_00087,PERSON_00252,392,PHONE_00087,missed
CALL_000088,2022-02-07,PERSON_00088,PERSON_00281,480,PHONE_00088,voice
CALL_000089,2025-05-09,PERSON_00089,PERSON_00310,527,PHONE_00089,voice
CALL_000090,2024-03-09,PERSON_00090,PERSON_00339,106,PHONE_00090,voice
CALL_000091,2026-04-06,PERSON_00091,PERSON_00368,611,PHONE_00091,missed
CALL_000092,2024-06-10,PERSON_00092,PERSON_00397,130,PHONE_00092,voice
CALL_000093,2024-09-21,PERSON_00093,PERSON_00426,117,PHONE_00093,voice
CALL_000094,2021-07-19,PERSON_00094,PERSON_00005,430,PHONE_00094,voice
CALL_000095,2024-03-10,PERSON_00095,PERSON_00034,290,PHONE_00095,missed
CALL_000096,2024-05-01,PERSON_00096,PERSON_00063,328,PHONE_00096,missed
CALL_000097,2021-11-14,PERSON_00097,PERSON_00092,544,PHONE_00097,voice
CALL_000098,2021-03-03,PERSON_00098,PERSON_00121,332,PHONE_00098,missed
CALL_000099,2022-06-08,PERSON_00099,PERSON_00150,586,PHONE_00099,voice
CALL_000100,2022-02-19,PERSON_00100,PERSON_00179,722,PHONE_00100,voice
CALL_000101,2025-05-14,PERSON_00101,PERSON_00122,82,PHONE_00101,voice
CALL_000102,2023-09-30,PERSON_00102,PERSON_00237,615,PHONE_00102,missed
CALL_000103,2025-10-30,PERSON_00103,PERSON_00266,190,PHONE_00103,missed
CALL_000104,2024-08-29,PERSON_00104,PERSON_00295,571,PHONE_00104,voice
CALL_000105,2022-01-23,PERSON_00105,PERSON_00324,843,PHONE_00105,voice
CALL_000106,2022-10-22,PERSON_00106,PERSON_00030,38,PHONE_00106,voice
CALL_000107,2023-07-14,PERSON_00107,PERSON_00382,106,PHONE_00107,voice
CALL_000108,2022-03-11,PERSON_00108,PERSON_00411,509,PHONE_00108,missed
CALL_000109,2025-05-09,PERSON_00109,PERSON_00440,627,PHONE_00109,voice
CALL_000110,2024-08-10,PERSON_00110,PERSON_00019,82,PHONE_00110,voice
CALL_000111,2024-02-03,PERSON_00111,PERSON_00048,192,PHONE_00111,missed
CALL_000112,2022-08-02,PERSON_00112,PERSON_00077,451,PHONE_00112,voice
CALL_000113,2026-01-08,PERSON_00113,PERSON_00106,513,PHONE_00113,voice
CALL_000114,2023-08-31,PERSON_00114,PERSON_00135,171,PHONE_00114,voice
CALL_000115,2021-05-23,PERSON_00115,PERSON_00164,67,PHONE_00115,missed
CALL_000116,2022-12-27,PERSON_00116,PERSON_00193,153,PHONE_00116,voice
CALL_000117,2022-06-09,PERSON_00117,PERSON_00222,600,PHONE_00117,voice
CALL_000118,2022-08-14,PERSON_00118,PERSON_00251,375,PHONE_00118,voice
CALL_000119,2024-07-01,PERSON_00119,PERSON_00280,274,PHONE_00119,voice
CALL_000120,2024-12-17,PERSON_00120,PERSON_00309,842,PHONE_00120,voice
CALL_000121,2023-06-23,PERSON_00121,PERSON_00338,643,PHONE_00121,voice
CALL_000122,2023-08-10,PERSON_00122,PERSON_00367,185,PHONE_00122,missed
CALL_000123,2021-08-06,PERSON_00123,PERSON_00396,552,PHONE_00123,missed
CALL_000124,2023-07-30,PERSON_00124,PERSON_00425,716,PHONE_00124,voice
CALL_000125,2022-01-15,PERSON_00125,PERSON_00004,596,PHONE_00125,voice
CALL_000126,2022-04-24,PERSON_00126,PERSON_00171,168,PHONE_00126,voice
CALL_000127,2025-01-22,PERSON_00127,PERSON_00062,494,PHONE_00127,voice
CALL_000128,2026-03-15,PERSON_00128,PERSON_00091,142,PHONE_00128,voice
CALL_000129,2022-02-18,PERSON_00129,PERSON_00120,858,PHONE_00129,voice
CALL_000130,2023-06-04,PERSON_00130,PERSON_00149,180,PHONE_00130,voice
CALL_000131,2024-10-21,PERSON_00131,PERSON_00178,137,PHONE_00131,voice
CALL_000132,2024-04-09,PERSON_00132,PERSON_00207,200,PHONE_00132,missed
CALL_000133,2026-04-20,PERSON_00133,PERSON_00236,652,PHONE_00133,missed
CALL_000134,2022-03-18,PERSON_00134,PERSON_00265,330,PHONE_00134,missed
CALL_000135,2022-07-02,PERSON_00135,PERSON_00294,21,PHONE_00135,voice
CALL_000136,2023-03-16,PERSON_00136,PERSON_00323,863,PHONE_00136,voice
CALL_000137,2026-03-10,PERSON_00137,PERSON_00352,669,PHONE_00137,voice
CALL_000138,2021-05-17,PERSON_00138,PERSON_00381,696,PHONE_00138,missed
CALL_000139,2026-01-06,PERSON_00139,PERSON_00410,49,PHONE_00139,voice
CALL_000140,2021-09-11,PERSON_00140,PERSON_00439,298,PHONE_00140,missed
CALL_000141,2021-05-14,PERSON_00141,PERSON_00219,133,PHONE_00141,voice
CALL_000142,2022-03-13,PERSON_00142,PERSON_00047,883,PHONE_00142,voice
CALL_000143,2025-01-06,PERSON_00143,PERSON_00076,307,PHONE_00143,voice
CALL_000144,2026-05-11,PERSON_00144,PERSON_00105,773,PHONE_00144,voice
CALL_000145,2022-11-02,PERSON_00145,PERSON_00134,105,PHONE_00145,missed
CALL_000146,2023-07-01,PERSON_00146,PERSON_00163,561,PHONE_00146,voice
CALL_000147,2024-01-08,PERSON_00147,PERSON_00192,523,PHONE_00147,voice
CALL_000148,2024-02-02,PERSON_00148,PERSON_00221,253,PHONE_00148,missed
CALL_000149,2021-09-02,PERSON_00149,PERSON_00250,445,PHONE_00149,missed
CALL_000150,2024-09-14,PERSON_00150,PERSON_00279,66,PHONE_00150,voice
CALL_000151,2023-02-24,PERSON_00151,PERSON_00308,205,PHONE_00151,missed
CALL_000152,2021-09-06,PERSON_00152,PERSON_00337,554,PHONE_00152,voice
CALL_000153,2025-07-23,PERSON_00153,PERSON_00366,292,PHONE_00153,voice
CALL_000154,2021-04-14,PERSON_00154,PERSON_00395,502,PHONE_00154,voice
CALL_000155,2025-10-08,PERSON_00155,PERSON_00424,222,PHONE_00155,voice
CALL_000156,2022-12-17,PERSON_00156,PERSON_00182,148,PHONE_00156,missed
CALL_000157,2021-10-13,PERSON_00157,PERSON_00032,334,PHONE_00157,voice
CALL_000158,2021-12-26,PERSON_00158,PERSON_00061,581,PHONE_00158,missed
CALL_000159,2023-01-10,PERSON_00159,PERSON_00090,814,PHONE_00159,voice
CALL_000160,2025-10-25,PERSON_00160,PERSON_00119,227,PHONE_00160,voice
CALL_000161,2025-06-14,PERSON_00161,PERSON_00159,149,PHONE_00161,voice
CALL_000162,2024-02-08,PERSON_00162,PERSON_00177,809,PHONE_00162,voice
CALL_000163,2025-05-26,PERSON_00163,PERSON_00206,98,PHONE_00163,voice
CALL_000164,2023-01-12,PERSON_00164,PERSON_00235,44,PHONE_00164,missed
CALL_000165,2023-07-02,PERSON_00165,PERSON_00264,132,PHONE_00165,voice
CALL_000166,2023-06-02,PERSON_00166,PERSON_00329,174,PHONE_00166,voice
CALL_000167,2025-10-09,PERSON_00167,PERSON_00322,367,PHONE_00167,voice
CALL_000168,2025-04-27,PERSON_00168,PERSON_00351,32,PHONE_00168,voice
CALL_000169,2024-11-25,PERSON_00169,PERSON_00380,485,PHONE_00169,voice
CALL_000170,2021-12-16,PERSON_00170,PERSON_00409,422,PHONE_00170,voice
CALL_000171,2022-07-13,PERSON_00171,PERSON_00371,136,PHONE_00171,missed
CALL_000172,2022-12-20,PERSON_00172,PERSON_00017,681,PHONE_00172,voice
CALL_000173,2024-10-23,PERSON_00173,PERSON_00046,886,PHONE_00173,voice
CALL_000174,2023-09-14,PERSON_00174,PERSON_00075,585,PHONE_00174,missed
CALL_000175,2024-12-28,PERSON_00175,PERSON_00104,429,PHONE_00175,voice
CALL_000176,2021-05-29,PERSON_00176,PERSON_00133,740,PHONE_00176,voice
CALL_000177,2026-04-22,PERSON_00177,PERSON_00162,439,PHONE_00177,missed
CALL_000178,2022-05-05,PERSON_00178,PERSON_00191,56,PHONE_00178,voice
CALL_000179,2026-04-09,PERSON_00179,PERSON_00220,187,PHONE_00179,voice
CALL_000180,2023-12-30,PERSON_00180,PERSON_00249,811,PHONE_00180,missed
CALL_000181,2024-11-23,PERSON_00181,PERSON_00278,874,PHONE_00181,voice
CALL_000182,2025-11-07,PERSON_00182,PERSON_00307,267,PHONE_00182,missed
CALL_000183,2023-06-05,PERSON_00183,PERSON_00336,364,PHONE_00183,voice
CALL_000184,2024-10-10,PERSON_00184,PERSON_00365,469,PHONE_00184,voice
CALL_000185,2021-09-10,PERSON_00185,PERSON_00394,86,PHONE_00185,voice
CALL_000186,2024-03-17,PERSON_00186,PERSON_00423,215,PHONE_00186,voice
CALL_000187,2024-10-13,PERSON_00187,PERSON_00002,313,PHONE_00187,voice
CALL_000188,2021-07-14,PERSON_00188,PERSON_00031,33,PHONE_00188,voice
CALL_000189,2023-08-02,PERSON_00189,PERSON_00060,176,PHONE_00189,voice
CALL_000190,2023-01-06,PERSON_00190,PERSON_00089,743,PHONE_00190,voice
CALL_000191,2025-01-24,PERSON_00191,PERSON_00209,60,PHONE_00191,missed
CALL_000192,2025-07-26,PERSON_00192,PERSON_00147,893,PHONE_00192,voice
CALL_000193,2024-09-25,PERSON_00193,PERSON_00176,381,PHONE_00193,voice
CALL_000194,2025-01-04,PERSON_00194,PERSON_00205,800,PHONE_00194,missed
CALL_000195,2022-11-30,PERSON_00195,PERSON_00234,602,PHONE_00195,missed
CALL_000196,2025-03-02,PERSON_00196,PERSON_00074,109,PHONE_00196,voice
CALL_000197,2021-12-24,PERSON_00197,PERSON_00292,830,PHONE_00197,voice
CALL_000198,2025-09-20,PERSON_00198,PERSON_00321,536,PHONE_00198,missed
CALL_000199,2023-09-02,PERSON_00199,PERSON_00350,897,PHONE_00199,voice
CALL_000200,2024-01-19,PERSON_00200,PERSON_00379,356,PHONE_00200,voice
CALL_000201,2025-07-26,PERSON_00201,PERSON_00408,347,PHONE_00201,voice
CALL_000202,2024-10-03,PERSON_00202,PERSON_00437,374,PHONE_00202,voice
CALL_000203,2022-04-10,PERSON_00203,PERSON_00016,227,PHONE_00203,voice
CALL_000204,2024-08-04,PERSON_00204,PERSON_00045,600,PHONE_00204,voice
CALL_000205,2023-09-19,PERSON_00205,PERSON_00074,130,PHONE_00205,voice
CALL_000206,2022-06-21,PERSON_00206,PERSON_00103,39,PHONE_00206,voice
CALL_000207,2025-07-18,PERSON_00207,PERSON_00132,278,PHONE_00207,voice
CALL_000208,2023-10-03,PERSON_00208,PERSON_00161,216,PHONE_00208,voice
CALL_000209,2024-12-16,PERSON_00209,PERSON_00190,577,PHONE_00209,missed
CALL_000210,2021-01-30,PERSON_00210,PERSON_00219,246,PHONE_00210,missed
CALL_000211,2025-08-05,PERSON_00211,PERSON_00248,433,PHONE_00211,voice
CALL_000212,2023-08-21,PERSON_00212,PERSON_00277,558,PHONE_00212,voice
CALL_000213,2022-10-20,PERSON_00213,PERSON_00306,506,PHONE_00213,missed
CALL_000214,2021-01-21,PERSON_00214,PERSON_00335,319,PHONE_00214,voice
CALL_000215,2022-05-20,PERSON_00215,PERSON_00364,166,PHONE_00215,voice
CALL_000216,2025-03-17,PERSON_00216,PERSON_00439,123,PHONE_00216,missed
CALL_000217,2024-05-03,PERSON_00217,PERSON_00422,313,PHONE_00217,voice
CALL_000218,2024-04-14,PERSON_00218,PERSON_00001,779,PHONE_00218,voice
CALL_000219,2025-03-28,PERSON_00219,PERSON_00030,86,PHONE_00219,missed
CALL_000220,2021-08-11,PERSON_00220,PERSON_00059,852,PHONE_00220,missed
CALL_000221,2023-02-09,PERSON_00221,PERSON_00370,63,PHONE_00221,missed
CALL_000222,2023-05-10,PERSON_00222,PERSON_00117,635,PHONE_00222,voice
CALL_000223,2021-07-22,PERSON_00223,PERSON_00146,877,PHONE_00223,missed
CALL_000224,2025-11-28,PERSON_00224,PERSON_00175,281,PHONE_00224,voice
CALL_000225,2022-07-14,PERSON_00225,PERSON_00204,294,PHONE_00225,voice
CALL_000226,2021-07-28,PERSON_00226,PERSON_00144,120,PHONE_00226,voice
CALL_000227,2021-02-25,PERSON_00227,PERSON_00262,374,PHONE_00227,voice
CALL_000228,2022-08-16,PERSON_00228,PERSON_00291,226,PHONE_00228,voice
CALL_000229,2025-11-23,PERSON_00229,PERSON_00320,403,PHONE_00229,missed
CALL_000230,2021-01-11,PERSON_00230,PERSON_00349,380,PHONE_00230,missed
CALL_000231,2023-04-01,PERSON_00231,PERSON_00006,107,PHONE_00231,voice
CALL_000232,2023-05-24,PERSON_00232,PERSON_00407,615,PHONE_00232,voice
CALL_000233,2025-11-16,PERSON_00233,PERSON_00436,49,PHONE_00233,voice
CALL_000234,2022-04-01,PERSON_00234,PERSON_00015,432,PHONE_00234,voice
CALL_000235,2024-10-16,PERSON_00235,PERSON_00044,175,PHONE_00235,voice
CALL_000236,2023-10-20,PERSON_00236,PERSON_00073,466,PHONE_00236,missed
CALL_000237,2025-12-08,PERSON_00237,PERSON_00102,332,PHONE_00237,voice
CALL_000238,2021-06-21,PERSON_00238,PERSON_00131,535,PHONE_00238,voice
CALL_000239,2021-03-20,PERSON_00239,PERSON_00160,754,PHONE_00239,voice
CALL_000240,2024-01-13,PERSON_00240,PERSON_00189,524,PHONE_00240,voice
CALL_000241,2022-07-26,PERSON_00241,PERSON_00014,140,PHONE_00241,voice
CALL_000242,2024-03-28,PERSON_00242,PERSON_00247,704,PHONE_00242,voice
CALL_000243,2021-08-27,PERSON_00243,PERSON_00276,539,PHONE_00243,voice
CALL_000244,2023-06-19,PERSON_00244,PERSON_00305,208,PHONE_00244,voice
CALL_000245,2024-07-22,PERSON_00245,PERSON_00334,723,PHONE_00245,voice
CALL_000246,2021-09-18,PERSON_00246,PERSON_00363,258,PHONE_00246,missed
CALL_000247,2026-01-02,PERSON_00247,PERSON_00392,747,PHONE_00247,voice
CALL_000248,2022-03-29,PERSON_00248,PERSON_00421,439,PHONE_00248,voice
CALL_000249,2024-05-05,PERSON_00249,PERSON_00450,358,PHONE_00249,missed
CALL_000250,2025-09-02,PERSON_00250,PERSON_00029,839,PHONE_00250,missed
CALL_000251,2023-05-10,PERSON_00251,PERSON_00058,757,PHONE_00251,voice
CALL_000252,2024-02-20,PERSON_00252,PERSON_00087,830,PHONE_00252,missed
CALL_000253,2022-12-06,PERSON_00253,PERSON_00116,41,PHONE_00253,voice
CALL_000254,2026-05-02,PERSON_00254,PERSON_00145,288,PHONE_00254,voice
CALL_000255,2024-06-11,PERSON_00255,PERSON_00174,511,PHONE_00255,missed
CALL_000256,2022-07-20,PERSON_00256,PERSON_00065,68,PHONE_00256,missed
CALL_000257,2026-04-25,PERSON_00257,PERSON_00232,312,PHONE_00257,voice
CALL_000258,2024-08-01,PERSON_00258,PERSON_00261,289,PHONE_00258,voice
CALL_000259,2022-08-14,PERSON_00259,PERSON_00290,814,PHONE_00259,missed
CALL_000260,2023-12-27,PERSON_00260,PERSON_00319,176,PHONE_00260,voice
CALL_000261,2024-08-16,PERSON_00261,PERSON_00348,774,PHONE_00261,missed
CALL_000262,2023-11-08,PERSON_00262,PERSON_00377,108,PHONE_00262,missed
CALL_000263,2022-02-08,PERSON_00263,PERSON_00406,848,PHONE_00263,voice
CALL_000264,2022-09-02,PERSON_00264,PERSON_00435,95,PHONE_00264,voice
CALL_000265,2023-02-07,PERSON_00265,PERSON_00014,96,PHONE_00265,missed
CALL_000266,2021-09-24,PERSON_00266,PERSON_00043,486,PHONE_00266,missed
CALL_000267,2023-05-26,PERSON_00267,PERSON_00072,475,PHONE_00267,voice
CALL_000268,2024-07-28,PERSON_00268,PERSON_00101,599,PHONE_00268,missed
CALL_000269,2021-11-01,PERSON_00269,PERSON_00130,344,PHONE_00269,voice
CALL_000270,2023-09-30,PERSON_00270,PERSON_00159,420,PHONE_00270,missed
CALL_000271,2023-01-14,PERSON_00271,PERSON_00410,79,PHONE_00271,voice
CALL_000272,2024-03-22,PERSON_00272,PERSON_00217,452,PHONE_00272,missed
CALL_000273,2024-05-01,PERSON_00273,PERSON_00246,97,PHONE_00273,missed
CALL_000274,2025-07-21,PERSON_00274,PERSON_00275,322,PHONE_00274,voice
CALL_000275,2024-06-13,PERSON_00275,PERSON_00304,171,PHONE_00275,voice
CALL_000276,2025-07-30,PERSON_00276,PERSON_00333,736,PHONE_00276,missed
CALL_000277,2024-09-27,PERSON_00277,PERSON_00362,45,PHONE_00277,voice
CALL_000278,2025-03-31,PERSON_00278,PERSON_00391,524,PHONE_00278,voice
CALL_000279,2025-11-28,PERSON_00279,PERSON_00420,289,PHONE_00279,voice
CALL_000280,2022-04-23,PERSON_00280,PERSON_00449,532,PHONE_00280,voice
CALL_000281,2022-07-31,PERSON_00281,PERSON_00028,394,PHONE_00281,voice
CALL_000282,2023-06-04,PERSON_00282,PERSON_00057,745,PHONE_00282,voice
CALL_000283,2026-02-22,PERSON_00283,PERSON_00086,664,PHONE_00283,missed
CALL_000284,2021-11-09,PERSON_00284,PERSON_00115,520,PHONE_00284,voice
CALL_000285,2025-01-21,PERSON_00285,PERSON_00144,128,PHONE_00285,missed
CALL_000286,2026-06-08,PERSON_00286,PERSON_00110,45,PHONE_00286,missed
CALL_000287,2023-07-30,PERSON_00287,PERSON_00202,484,PHONE_00287,missed
CALL_000288,2022-08-01,PERSON_00288,PERSON_00231,460,PHONE_00288,voice
CALL_000289,2023-08-29,PERSON_00289,PERSON_00260,773,PHONE_00289,voice
CALL_000290,2023-05-07,PERSON_00290,PERSON_00289,508,PHONE_00290,voice
CALL_000291,2026-02-02,PERSON_00291,PERSON_00439,150,PHONE_00291,missed
CALL_000292,2024-03-18,PERSON_00292,PERSON_00347,699,PHONE_00292,voice
CALL_000293,2024-06-18,PERSON_00293,PERSON_00376,164,PHONE_00293,voice
CALL_000294,2021-08-27,PERSON_00294,PERSON_00405,24,PHONE_00294,voice
CALL_000295,2022-08-02,PERSON_00295,PERSON_00434,28,PHONE_00295,voice
CALL_000296,2022-11-25,PERSON_00296,PERSON_00013,541,PHONE_00296,voice
CALL_000297,2022-05-01,PERSON_00297,PERSON_00042,828,PHONE_00297,voice
CALL_000298,2025-12-12,PERSON_00298,PERSON_00071,315,PHONE_00298,voice
CALL_000299,2021-03-01,PERSON_00299,PERSON_00100,856,PHONE_00299,missed
CALL_000300,2023-07-21,PERSON_00300,PERSON_00129,454,PHONE_00300,voice
CALL_000301,2022-01-08,PERSON_00301,PERSON_00429,12,PHONE_00301,missed
CALL_000302,2021-12-01,PERSON_00302,PERSON_00187,73,PHONE_00302,voice
CALL_000303,2024-08-29,PERSON_00303,PERSON_00216,286,PHONE_00303,missed
CALL_000304,2023-07-16,PERSON_00304,PERSON_00245,171,PHONE_00304,missed
CALL_000305,2022-01-08,PERSON_00305,PERSON_00274,232,PHONE_00305,voice
CALL_000306,2025-02-22,PERSON_00306,PERSON_00303,369,PHONE_00306,voice
CALL_000307,2021-12-04,PERSON_00307,PERSON_00332,752,PHONE_00307,voice
CALL_000308,2025-06-01,PERSON_00308,PERSON_00361,209,PHONE_00308,voice
CALL_000309,2026-05-09,PERSON_00309,PERSON_00390,305,PHONE_00309,voice
CALL_000310,2024-08-18,PERSON_00310,PERSON_00419,400,PHONE_00310,voice
CALL_000311,2025-01-08,PERSON_00311,PERSON_00448,491,PHONE_00311,voice
CALL_000312,2023-12-16,PERSON_00312,PERSON_00027,365,PHONE_00312,missed
CALL_000313,2022-12-02,PERSON_00313,PERSON_00056,444,PHONE_00313,voice
CALL_000314,2025-07-29,PERSON_00314,PERSON_00085,110,PHONE_00314,missed
CALL_000315,2021-09-11,PERSON_00315,PERSON_00114,157,PHONE_00315,voice
CALL_000316,2023-07-14,PERSON_00316,PERSON_00143,182,PHONE_00316,missed
CALL_000317,2025-01-20,PERSON_00317,PERSON_00172,758,PHONE_00317,missed
CALL_000318,2023-06-27,PERSON_00318,PERSON_00201,593,PHONE_00318,missed
CALL_000319,2025-03-07,PERSON_00319,PERSON_00230,180,PHONE_00319,missed
CALL_000320,2025-09-20,PERSON_00320,PERSON_00259,54,PHONE_00320,voice
CALL_000321,2023-09-04,PERSON_00321,PERSON_00318,71,PHONE_00321,voice
CALL_000322,2025-05-28,PERSON_00322,PERSON_00317,78,PHONE_00322,voice
CALL_000323,2023-08-07,PERSON_00323,PERSON_00346,379,PHONE_00323,voice
CALL_000324,2023-03-15,PERSON_00324,PERSON_00375,504,PHONE_00324,voice
