source_id,target_id,relationship
PERSON_00028,ACCT_00028,holds_account
PERSON_00028,ADDR_00028,resides_at
PERSON_00029,PHONE_00029,uses_phone
PERSON_00029,ACCT_00029,holds_account
PERSON_00029,ADDR_00029,resides_at
PERSON_00030,PHONE_00030,uses_phone
PERSON_00030,ACCT_00030,holds_account
PERSON_00030,ADDR_00030,resides_at
PERSON_00031,PHONE_00031,uses_phone
PERSON_00031,ACCT_00031,holds_account
PERSON_00031,ADDR_00031,resides_at
PERSON_00032,PHONE_00032,uses_phone
PERSON_00032,ACCT_00032,holds_account
PERSON_00032,ADDR_00032,resides_at
PERSON_00033,PHONE_00033,uses_phone
PERSON_00033,ACCT_00033,holds_account
PERSON_00033,ADDR_00033,resides_at
PERSON_00034,PHONE_00034,uses_phone
PERSON_00034,ACCT_00034,holds_account
PERSON_00034,ADDR_00034,resides_at
PERSON_00035,PHONE_00035,uses_phone
PERSON_00035,ACCT_00035,holds_account
PERSON_00035,ADDR_00035,resides_at
PERSON_00036,PHONE_00036,uses_phone
PERSON_00036,ACCT_00036,holds_account
PERSON_00036,ADDR_00036,resides_at
PERSON_00037,PHONE_00037,uses_phone
PERSON_00037,ACCT_00037,holds_account
PERSON_00037,ADDR_00037,resides_at
PERSON_00038,PHONE_00038,uses_phone
PERSON_00038,ACCT_00038,holds_account
PERSON_00038,ADDR_00038,resides_at
PERSON_00039,PHONE_00039,uses_phone
PERSON_00039,ACCT_00039,holds_account
PERSON_00039,ADDR_00039,resides_at
PERSON_00040,PHONE_00040,uses_phone
PERSON_00040,ACCT_00040,holds_account
PERSON_00040,ADDR_00040,resides_at
PERSON_00041,PHONE_00041,uses_phone
PERSON_00041,ACCT_00041,holds_account
PERSON_00041,ADDR_00041,resides_at
PERSON_00042,PHONE_00042,uses_phone
PERSON_00042,ACCT_00042,holds_account
PERSON_00042,ADDR_00042,resides_at
PERSON_00043,PHONE_00043,uses_phone
PERSON_00043,ACCT_00043,holds_account
PERSON_00043,ADDR_00043,resides_at
PERSON_00044,PHONE_00044,uses_phone
PERSON_00044,ACCT_00044,holds_account
PERSON_00044,ADDR_00044,resides_at
PERSON_00045,PHONE_00045,uses_phone
PERSON_00045,ACCT_00045,holds_account
PERSON_00045,ADDR_00045,resides_at
PERSON_00046,PHONE_00046,uses_phone
PERSON_00046,ACCT_00046,holds_account
PERSON_00046,ADDR_00046,resides_at
PERSON_00047,PHONE_00047,uses_phone
PERSON_00047,ACCT_00047,holds_account
PERSON_00047,ADDR_00047,resides_at
PERSON_00048,PHONE_00048,uses_phone
PERSON_00048,ACCT_00048,holds_account
PERSON_00048,ADDR_00048,resides_at
PERSON_00049,PHONE_00049,uses_phone
PERSON_00049,ACCT_00049,holds_account
PERSON_00049,ADDR_00049,resides_at
PERSON_00050,PHONE_00050,uses_phone
PERSON_00050,ACCT_00050,holds_account
PERSON_00050,ADDR_00050,resides_at
PERSON_00051,PHONE_00051,uses_phone
PERSON_00051,ACCT_00051,holds_account
PERSON_00051,ADDR_00051,resides_at
PERSON_00052,PHONE_00052,uses_phone
PERSON_00052,ACCT_00052,holds_account
PERSON_00052,ADDR_00052,resides_at
PERSON_00053,PHONE_00053,uses_phone
PERSON_00053,ACCT_00053,holds_account
PERSON_00053,ADDR_00053,resides_at
PERSON_00054,PHONE_00054,uses_phone
PERSON_00054,ACCT_00054,holds_account
PERSON_00054,ADDR_00054,resides_at
PERSON_00055,PHONE_00055,uses_phone
PERSON_00055,ACCT_00055,holds_account
PERSON_00055,ADDR_00055,resides_at
PERSON_00056,PHONE_00056,uses_phone
PERSON_00056,ACCT_00056,holds_account
PERSON_00056,ADDR_00056,resides_at
PERSON_00057,PHONE_00057,uses_phone
PERSON_00057,ACCT_00057,holds_account
PERSON_00057,ADDR_00057,resides_at
PERSON_00058,PHONE_00058,uses_phone
PERSON_00058,ACCT_00058,holds_account
PERSON_00058,ADDR_00058,resides_at
PERSON_00059,PHONE_00059,uses_phone
PERSON_00059,ACCT_00059,holds_account
PERSON_00059,ADDR_00059,resides_at
PERSON_00060,PHONE_00060,uses_phone
PERSON_00060,ACCT_00060,holds_account
PERSON_00060,ADDR_00060,resides_at
PERSON_00061,PHONE_00061,uses_phone
PERSON_00061,ACCT_00061,holds_account
PERSON_00061,ADDR_00061,resides_at
PERSON_00062,PHONE_00062,uses_phone
PERSON_00062,ACCT_00062,holds_account
PERSON_00062,ADDR_00062,resides_at
PERSON_00063,PHONE_00063,uses_phone
PERSON_00063,ACCT_00063,holds_account
PERSON_00063,ADDR_00063,resides_at
PERSON_00064,PHONE_00064,uses_phone
PERSON_00064,ACCT_00064,holds_account
PERSON_00064,ADDR_00064,resides_at
PERSON_00065,PHONE_00065,uses_phone
PERSON_00065,ACCT_00065,holds_account
PERSON_00065,ADDR_00065,resides_at
PERSON_00066,PHONE_00066,uses_phone
PERSON_00066,ACCT_00066,holds_account
PERSON_00066,ADDR_00066,resides_at
PERSON_00067,PHONE_00067,uses_phone
PERSON_00067,ACCT_00067,holds_account
PERSON_00067,ADDR_00067,resides_at
PERSON_00068,PHONE_00068,uses_phone
PERSON_00068,ACCT_00068,holds_account
PERSON_00068,ADDR_00068,resides_at
PERSON_00069,PHONE_00069,uses_phone
PERSON_00069,ACCT_00069,holds_account
PERSON_00069,ADDR_00069,resides_at
PERSON_00070,PHONE_00070,uses_phone
PERSON_00070,ACCT_00070,holds_account
PERSON_00070,ADDR_00070,resides_at
PERSON_00071,PHONE_00071,uses_phone
PERSON_00071,ACCT_00071,holds_account
PERSON_00071,ADDR_00071,resides_at
PERSON_00072,PHONE_00072,uses_phone
PERSON_00072,ACCT_00072,holds_account
PERSON_00072,ADDR_00072,resides_at
PERSON_00073,PHONE_00073,uses_phone
PERSON_00073,ACCT_00073,holds_account
PERSON_00073,ADDR_00073,resides_at
PERSON_00074,PHONE_00074,uses_phone
PERSON_00074,ACCT_00074,holds_account
PERSON_00074,ADDR_00074,resides_at
PERSON_00075,PHONE_00075,uses_phone
PERSON_00075,ACCT_00075,holds_account
PERSON_00075,ADDR_00075,resides_at
PERSON_00076,PHONE_00076,uses_phone
PERSON_00076,ACCT_00076,holds_account
PERSON_00076,ADDR_00076,resides_at
PERSON_00077,PHONE_00077,uses_phone
PERSON_00077,ACCT_00077,holds_account
PERSON_00077,ADDR_00077,resides_at
PERSON_00078,PHONE_00078,uses_phone
PERSON_00078,ACCT_00078,holds_account
PERSON_00078,ADDR_00078,resides_at
PERSON_00079,PHONE_00079,uses_phone
PERSON_00079,ACCT_00079,holds_account
PERSON_00079,ADDR_00079,resides_at
PERSON_00080,PHONE_00080,uses_phone
PERSON_00080,ACCT_00080,holds_account
PERSON_00080,ADDR_00080,resides_at
PERSON_00081,PHONE_00081,uses_phone
PERSON_00081,ACCT_00081,holds_account
PERSON_00081,ADDR_00081,resides_at
PERSON_00082,PHONE_00082,uses_phone
PERSON_00082,ACCT_00082,holds_account
PERSON_00082,ADDR_00082,resides_at
PERSON_00083,PHONE_00083,uses_phone
PERSON_00083,ACCT_00083,holds_account
PERSON_00083,ADDR_00083,resides_at
PERSON_00084,PHONE_00084,uses_phone
PERSON_00084,ACCT_00084,holds_account
PERSON_00084,ADDR_00084,resides_at
PERSON_00085,PHONE_00085,uses_phone
PERSON_00085,ACCT_00085,holds_account
PERSON_00085,ADDR_00085,resides_at
PERSON_00086,PHONE_00086,uses_phone
PERSON_00086,ACCT_00086,holds_account
PERSON_00086,ADDR_00086,resides_at
PERSON_00087,PHONE_00087,uses_phone
PERSON_00087,ACCT_00087,holds_account
PERSON_00087,ADDR_00087,resides_at
PERSON_00088,PHONE_00088,uses_phone
PERSON_00088,ACCT_00088,holds_account
PERSON_00088,ADDR_00088,resides_at
PERSON_00089,PHONE_00089,uses_phone
PERSON_00089,ACCT_00089,holds_account
PERSON_00089,ADDR_00089,resides_at
PERSON_00090,PHONE_00090,uses_phone
PERSON_00090,ACCT_00090,holds_account
PERSON_00090,ADDR_00090,resides_at
PERSON_00091,PHONE_00091,uses_phone
PERSON_00091,ACCT_00091,holds_account
PERSON_00091,ADDR_00091,resides_at
PERSON_00092,PHONE_00092,uses_phone
PERSON_00092,ACCT_00092,holds_account
PERSON_00092,ADDR_00092,resides_at
PERSON_00093,PHONE_00093,uses_phone
PERSON_00093,ACCT_00093,holds_account
PERSON_00093,ADDR_00093,resides_at
PERSON_00094,PHONE_00094,uses_phone
PERSON_00094,ACCT_00094,holds_account
PERSON_00094,ADDR_00094,resides_at
PERSON_00095,PHONE_00095,uses_phone
PERSON_00095,ACCT_00095,holds_account
PERSON_00095,ADDR_00095,resides_at
PERSON_00096,PHONE_00096,uses_phone
PERSON_00096,ACCT_00096,holds_account
PERSON_00096,ADDR_00096,resides_at
PERSON_00097,PHONE_00097,uses_phone
PERSON_00097,ACCT_00097,holds_account
PERSON_00097,ADDR_00097,resides_at
PERSON_00098,PHONE_00098,uses_phone
PERSON_00098,ACCT_00098,holds_account
PERSON_00098,ADDR_00098,resides_at
PERSON_00099,PHONE_00099,uses_phone
PERSON_00099,ACCT_00099,holds_account
PERSON_00099,ADDR_00099,resides_at
PERSON_00100,PHONE_00100,uses_phone
PERSON_00100,ACCT_00100,holds_account
PERSON_00100,ADDR_00100,resides_at
PERSON_00101,PHONE_00101,uses_phone
PERSON_00101,ACCT_00101,holds_account
PERSON_00101,ADDR_00101,resides_at
PERSON_00102,PHONE_00102,uses_phone
PERSON_00102,ACCT_00102,holds_account
PERSON_00102,ADDR_00102,resides_at
PERSON_00103,PHONE_00103,uses_phone
PERSON_00103,ACCT_00103,holds_account
PERSON_00103,ADDR_00103,resides_at
PERSON_00104,PHONE_00104,uses_phone
PERSON_00104,ACCT_00104,holds_account
PERSON_00104,ADDR_00104,resides_at
PERSON_00105,PHONE_00105,uses_phone
PERSON_00105,ACCT_00105,holds_account
PERSON_00105,ADDR_00105,resides_at
PERSON_00106,PHONE_00106,uses_phone
PERSON_00106,ACCT_00106,holds_account
PERSON_00106,ADDR_00106,resides_at
PERSON_00107,PHONE_00107,uses_phone
PERSON_00107,ACCT_00107,holds_account
PERSON_00107,ADDR_00107,resides_at
PERSON_00108,PHONE_00108,uses_phone
PERSON_00108,ACCT_00108,holds_account
PERSON_00108,ADDR_00108,resides_at
PERSON_00109,PHONE_00109,uses_phone
PERSON_00109,ACCT_00109,holds_account
PERSON_00109,ADDR_00109,resides_at
PERSON_00110,PHONE_00110,uses_phone
PERSON_00110,ACCT_00110,holds_account
PERSON_00110,ADDR_00110,resides_at
PERSON_00111,PHONE_00111,uses_phone
PERSON_00111,ACCT_00111,holds_account
PERSON_00111,ADDR_00111,resides_at
PERSON_00112,PHONE_00112,uses_phone
PERSON_00112,ACCT_00112,holds_account
PERSON_00112,ADDR_00112,resides_at
PERSON_00113,PHONE_00113,uses_phone
PERSON_00113,ACCT_00113,holds_account
PERSON_00113,ADDR_00113,resides_at
PERSON_00114,PHONE_00114,uses_phone
PERSON_00114,ACCT_00114,holds_account
PERSON_00114,ADDR_00114,resides_at
PERSON_00115,PHONE_00115,uses_phone
PERSON_00115,ACCT_00115,holds_account
PERSON_00115,ADDR_00115,resides_at
PERSON_00116,PHONE_00116,uses_phone
PERSON_00116,ACCT_00116,holds_account
PERSON_00116,ADDR_00116,resides_at
PERSON_00117,PHONE_00117,uses_phone
PERSON_00117,ACCT_00117,holds_account
PERSON_00117,ADDR_00117,resides_at
PERSON_00118,PHONE_00118,uses_phone
PERSON_00118,ACCT_00118,holds_account
PERSON_00118,ADDR_00118,resides_at
PERSON_00119,PHONE_00119,uses_phone
PERSON_00119,ACCT_00119,holds_account
PERSON_00119,ADDR_00119,resides_at
PERSON_00120,PHONE_00120,uses_phone
PERSON_00120,ACCT_00120,holds_account
PERSON_00120,ADDR_00120,resides_at
PERSON_00121,PHONE_00121,uses_phone
PERSON_00121,ACCT_00121,holds_account
PERSON_00121,ADDR_00121,resides_at
PERSON_00122,PHONE_00122,uses_phone
PERSON_00122,ACCT_00122,holds_account
PERSON_00122,ADDR_00122,resides_at
PERSON_00123,PHONE_00123,uses_phone
PERSON_00123,ACCT_00123,holds_account
PERSON_00123,ADDR_00123,resides_at
PERSON_00124,PHONE_00124,uses_phone
PERSON_00124,ACCT_00124,holds_account
PERSON_00124,ADDR_00124,resides_at
PERSON_00125,PHONE_00125,uses_phone
PERSON_00125,ACCT_00125,holds_account
PERSON_00125,ADDR_00125,resides_at
PERSON_00126,PHONE_00126,uses_phone
PERSON_00126,ACCT_00126,holds_account
PERSON_00126,ADDR_00126,resides_at
PERSON_00127,PHONE_00127,uses_phone
PERSON_00127,ACCT_00127,holds_account
PERSON_00127,ADDR_00127,resides_at
PERSON_00128,PHONE_00128,uses_phone
PERSON_00128,ACCT_00128,holds_account
PERSON_00128,ADDR_00128,resides_at
PERSON_00129,PHONE_00129,uses_phone
PERSON_00129,ACCT_00129,holds_account
PERSON_00129,ADDR_00129,resides_at
PERSON_00130,PHONE_00130,uses_phone
PERSON_00130,ACCT_00130,holds_account
PERSON_00130,ADDR_00130,resides_at
PERSON_00131,PHONE_00131,uses_phone
PERSON_00131,ACCT_00131,holds_account
PERSON_00131,ADDR_00131,resides_at
PERSON_00132,PHONE_00132,uses_phone
PERSON_00132,ACCT_00132,holds_account
PERSON_00132,ADDR_00132,resides_at
PERSON_00133,PHONE_00133,uses_phone
PERSON_00133,ACCT_00133,holds_account
PERSON_00133,ADDR_00133,resides_at
PERSON_00134,PHONE_00134,uses_phone
PERSON_00134,ACCT_00134,holds_account
PERSON_00134,ADDR_00134,resides_at
PERSON_00135,PHONE_00135,uses_phone
PERSON_00135,ACCT_00135,holds_account
PERSON_00135,ADDR_00135,resides_at
PERSON_00136,PHONE_00136,uses_phone
PERSON_00136,ACCT_00136,holds_account
PERSON_00136,ADDR_00136,resides_at
PERSON_00137,PHONE_00137,uses_phone
PERSON_00137,ACCT_00137,holds_account
PERSON_00137,ADDR_00137,resides_at
PERSON_00138,PHONE_00138,uses_phone
PERSON_00138,ACCT_00138,holds_account
PERSON_00138,ADDR_00138,resides_at
PERSON_00139,PHONE_00139,uses_phone
PERSON_00139,ACCT_00139,holds_account
PERSON_00139,ADDR_00139,resides_at
PERSON_00140,PHONE_00140,uses_phone
PERSON_00140,ACCT_00140,holds_account
PERSON_00140,ADDR_00140,resides_at
PERSON_00141,PHONE_00141,uses_phone
PERSON_00141,ACCT_00141,holds_account
PERSON_00141,ADDR_00141,resides_at
PERSON_00142,PHONE_00142,uses_phone
PERSON_00142,ACCT_00142,holds_account
PERSON_00142,ADDR_00142,resides_at
PERSON_00143,PHONE_00143,uses_phone
PERSON_00143,ACCT_00143,holds_account
PERSON_00143,ADDR_00143,resides_at
PERSON_00144,PHONE_00144,uses_phone
PERSON_00144,ACCT_00144,holds_account
PERSON_00144,ADDR_00144,resides_at
PERSON_00145,PHONE_00145,uses_phone
PERSON_00145,ACCT_00145,holds_account
PERSON_00145,ADDR_00145,resides_at
PERSON_00146,PHONE_00146,uses_phone
PERSON_00146,ACCT_00146,holds_account
PERSON_00146,ADDR_00146,resides_at
PERSON_00147,PHONE_00147,uses_phone
PERSON_00147,ACCT_00147,holds_account
PERSON_00147,ADDR_00147,resides_at
PERSON_00148,PHONE_00148,uses_phone
PERSON_00148,ACCT_00148,holds_account
PERSON_00148,ADDR_00148,resides_at
PERSON_00149,PHONE_00149,uses_phone
PERSON_00149,ACCT_00149,holds_account
PERSON_00149,ADDR_00149,resides_at
PERSON_00150,PHONE_00150,uses_phone
PERSON_00150,ACCT_00150,holds_account
PERSON_00150,ADDR_00150,resides_at
PERSON_00151,PHONE_00151,uses_phone
PERSON_00151,ACCT_00151,holds_account
PERSON_00151,ADDR_00151,resides_at
PERSON_00152,PHONE_00152,uses_phone
PERSON_00152,ACCT_00152,holds_account
PERSON_00152,ADDR_00152,resides_at
PERSON_00153,PHONE_00153,uses_phone
PERSON_00153,ACCT_00153,holds_account
PERSON_00153,ADDR_00153,resides_at
PERSON_00154,PHONE_00154,uses_phone
PERSON_00154,ACCT_00154,holds_account
PERSON_00154,ADDR_00154,resides_at
PERSON_00155,PHONE_00155,uses_phone
PERSON_00155,ACCT_00155,holds_account
PERSON_00155,ADDR_00155,resides_at
PERSON_00156,PHONE_00156,uses_phone
PERSON_00156,ACCT_00156,holds_account
PERSON_00156,ADDR_00156,resides_at
PERSON_00157,PHONE_00157,uses_phone
PERSON_00157,ACCT_00157,holds_account
PERSON_00157,ADDR_00157,resides_at
PERSON_00158,PHONE_00158,uses_phone
PERSON_00158,ACCT_00158,holds_account
PERSON_00158,ADDR_00158,resides_at
PERSON_00159,PHONE_00159,uses_phone
PERSON_00159,ACCT_00159,holds_account
PERSON_00159,ADDR_00159,resides_at
PERSON_00160,PHONE_00160,uses_phone
PERSON_00160,ACCT_00160,holds_account
PERSON_00160,ADDR_00160,resides_at
PERSON_00161,PHONE_00161,uses_phone
PERSON_00161,ACCT_00161,holds_account
PERSON_00161,ADDR_00161,resides_at
PERSON_00162,PHONE_00162,uses_phone
PERSON_00162,ACCT_00162,holds_account
PERSON_00162,ADDR_00162,resides_at
PERSON_00163,PHONE_00163,uses_phone
PERSON_00163,ACCT_00163,holds_account
PERSON_00163,ADDR_00163,resides_at
PERSON_00164,PHONE_00164,uses_phone
PERSON_00164,ACCT_00164,holds_account
PERSON_00164,ADDR_00164,resides_at
PERSON_00165,PHONE_00165,uses_phone
PERSON_00165,ACCT_00165,holds_account
PERSON_00165,ADDR_00165,resides_at
PERSON_00166,PHONE_00166,uses_phone
PERSON_00166,ACCT_00166,holds_account
PERSON_00166,ADDR_00166,resides_at
PERSON_00167,PHONE_00167,uses_phone
PERSON_00167,ACCT_00167,holds_account
PERSON_00167,ADDR_00167,resides_at
PERSON_00168,PHONE_00168,uses_phone
PERSON_00168,ACCT_00168,holds_account
PERSON_00168,ADDR_00168,resides_at
PERSON_00169,PHONE_00169,uses_phone
PERSON_00169,ACCT_00169,holds_account
PERSON_00169,ADDR_00169,resides_at
PERSON_00170,PHONE_00170,uses_phone
PERSON_00170,ACCT_00170,holds_account
PERSON_00170,ADDR_00170,resides_at
PERSON_00171,PHONE_00171,uses_phone
PERSON_00171,ACCT_00171,holds_account
PERSON_00171,ADDR_00171,resides_at
PERSON_00172,PHONE_00172,uses_phone
PERSON_00172,ACCT_00172,holds_account
PERSON_00172,ADDR_00172,resides_at
PERSON_00173,PHONE_00173,uses_phone
PERSON_00173,ACCT_00173,holds_account
PERSON_00173,ADDR_00173,resides_at
PERSON_00174,PHONE_00174,uses_phone
PERSON_00174,ACCT_00174,holds_account
PERSON_00174,ADDR_00174,resides_at
PERSON_00175,PHONE_00175,uses_phone
PERSON_00175,ACCT_00175,holds_account
PERSON_00175,ADDR_00175,resides_at
PERSON_00176,PHONE_00176,uses_phone
PERSON_00176,ACCT_00176,holds_account
PERSON_00176,ADDR_00176,resides_at
PERSON_00177,PHONE_00177,uses_phone
PERSON_00177,ACCT_00177,holds_account
PERSON_00177,ADDR_00177,resides_at
PERSON_00178,PHONE_00178,uses_phone
PERSON_00178,ACCT_00178,holds_account
PERSON_00178,ADDR_00178,resides_at
PERSON_00179,PHONE_00179,uses_phone
PERSON_00179,ACCT_00179,holds_account
PERSON_00179,ADDR_00179,resides_at
PERSON_00180,PHONE_00180,uses_phone
PERSON_00180,ACCT_00180,holds_account
PERSON_00180,ADDR_00180,resides_at
PERSON_00181,PHONE_00181,uses_phone
PERSON_00181,ACCT_00181,holds_account
PERSON_00181,ADDR_00181,resides_at
PERSON_00182,PHONE_00182,uses_phone
PERSON_00182,ACCT_00182,holds_account
PERSON_00182,ADDR_00182,resides_at
PERSON_00183,PHONE_00183,uses_phone
PERSON_00183,ACCT_00183,holds_account
PERSON_00183,ADDR_00183,resides_at
PERSON_00184,PHONE_00184,uses_phone
PERSON_00184,ACCT_00184,holds_account
PERSON_00184,ADDR_00184,resides_at
PERSON_00185,PHONE_00185,uses_phone
PERSON_00185,ACCT_00185,holds_account
PERSON_00185,ADDR_00185,resides_at
PERSON_00186,PHONE_00186,uses_phone
PERSON_00186,ACCT_00186,holds_account
PERSON_00186,ADDR_00186,resides_at
PERSON_00187,PHONE_00187,uses_phone
PERSON_00187,ACCT_00187,holds_account
PERSON_00187,ADDR_00187,resides_at
PERSON_00188,PHONE_00188,uses_phone
PERSON_00188,ACCT_00188,holds_account
PERSON_00188,ADDR_00188,resides_at
PERSON_00189,PHONE_00189,uses_phone
PERSON_00189,ACCT_00189,holds_account
PERSON_00189,ADDR_00189,resides_at
PERSON_00190,PHONE_00190,uses_phone
PERSON_00190,ACCT_00190,holds_account
PERSON_00190,ADDR_00190,resides_at
PERSON_00191,PHONE_00191,uses_phone
PERSON_00191,ACCT_00191,holds_account
PERSON_00191,ADDR_00191,resides_at
PERSON_00192,PHONE_00192,uses_phone
PERSON_00192,ACCT_00192,holds_account
PERSON_00192,ADDR_00192,resides_at
PERSON_00193,PHONE_00193,uses_phone
PERSON_00193,ACCT_00193,holds_account
PERSON_00193,ADDR_00193,resides_at
PERSON_00194,PHONE_00194,uses_phone
PERSON_00194,ACCT_00194,holds_account
PERSON_00194,ADDR_00194,resides_at
PERSON_00195,PHONE_00195,uses_phone
PERSON_00195,ACCT_00195,holds_account
PERSON_00195,ADDR_00195,resides_at
PERSON_00196,PHONE_00196,uses_phone
PERSON_00196,ACCT_00196,holds_account
PERSON_00196,ADDR_00196,resides_at
PERSON_00197,PHONE_00197,uses_phone
PERSON_00197,ACCT_00197,holds_account
PERSON_00197,ADDR_00197,resides_at
PERSON_00198,PHONE_00198,uses_phone
PERSON_00198,ACCT_00198,holds_account
PERSON_00198,ADDR_00198,resides_at
PERSON_00199,PHONE_00199,uses_phone
PERSON_00199,ACCT_00199,holds_account
PERSON_00199,ADDR_00199,resides_at
PERSON_00200,PHONE_00200,uses_phone
PERSON_00200,ACCT_00200,holds_account
PERSON_00200,ADDR_00200,resides_at
PERSON_00201,PHONE_00201,uses_phone
PERSON_00201,ACCT_00201,holds_account
PERSON_00201,ADDR_00201,resides_at
PERSON_00202,PHONE_00202,uses_phone
PERSON_00202,ACCT_00202,holds_account
PERSON_00202,ADDR_00202,resides_at
PERSON_00203,PHONE_00203,uses_phone
PERSON_00203,ACCT_00203,holds_account
PERSON_00203,ADDR_00203,resides_at
PERSON_00204,PHONE_00204,uses_phone
PERSON_00204,ACCT_00204,holds_account
PERSON_00204,ADDR_00204,resides_at
PERSON_00205,PHONE_00205,uses_phone
PERSON_00205,ACCT_00205,holds_account
PERSON_00205,ADDR_00205,resides_at
PERSON_00206,PHONE_00206,uses_phone
PERSON_00206,ACCT_00206,holds_account
PERSON_00206,ADDR_00206,resides_at
PERSON_00207,PHONE_00207,uses_phone
PERSON_00207,ACCT_00207,holds_account
PERSON_00207,ADDR_00207,resides_at
PERSON_00208,PHONE_00208,uses_phone
PERSON_00208,ACCT_00208,holds_account
PERSON_00208,ADDR_00208,resides_at
PERSON_00209,PHONE_00209,uses_phone
PERSON_00209,ACCT_00209,holds_account
PERSON_00209,ADDR_00209,resides_at
PERSON_00210,PHONE_00210,uses_phone
PERSON_00210,ACCT_00210,holds_account
PERSON_00210,ADDR_00210,resides_at
PERSON_00211,PHONE_00211,uses_phone
PERSON_00211,ACCT_00211,holds_account
PERSON_00211,ADDR_00211,resides_at
PERSON_00212,PHONE_00212,uses_phone
PERSON_00212,ACCT_00212,holds_account
PERSON_00212,ADDR_00212,resides_at
PERSON_00213,PHONE_00213,uses_phone
PERSON_00213,ACCT_00213,holds_account
PERSON_00213,ADDR_00213,resides_at
PERSON_00214,PHONE_00214,uses_phone
PERSON_00214,ACCT_00214,holds_account
PERSON_00214,ADDR_00214,resides_at
PERSON_00215,PHONE_00215,uses_phone
PERSON_00215,ACCT_00215,holds_account
PERSON_00215,ADDR_00215,resides_at
PERSON_00216,PHONE_00216,uses_phone
PERSON_00216,ACCT_00216,holds_account
PERSON_00216,ADDR_00216,resides_at
PERSON_00217,PHONE_00217,uses_phone
PERSON_00217,ACCT_00217,holds_account
PERSON_00217,ADDR_00217,resides_at
PERSON_00218,PHONE_00218,uses_phone
PERSON_00218,ACCT_00218,holds_account
PERSON_00218,ADDR_00218,resides_at
PERSON_00219,PHONE_00219,uses_phone
