call_id,date,from_person,to_person,duration_sec,phone_id,call_type
CALL_000061,2025-07-08,PERSON_00148,PERSON_00322,120,PHONE_00587,voice
CALL_000062,2024-01-10,PERSON_00070,PERSON_00059,1200,PHONE_00175,missed
CALL_000063,2026-02-07,PERSON_00165,PERSON_00091,0,PHONE_00584,voice
CALL_000064,2023-10-15,PERSON_00255,PERSON_00060,28,PHONE_00292,voice
CALL_000065,2023-05-29,PERSON_00182,PERSON_00402,0,PHONE_00203,voice
CALL_000066,2024-09-02,PERSON_00173,PERSON_00379,420,PHONE_00529,voice
CALL_000067,2022-07-18,PERSON_00281,PERSON_00173,240,PHONE_00166,voice
CALL_000068,2023-10-19,PERSON_00170,PERSON_00027,120,PHONE_00152,voice
CALL_000069,2025-04-06,PERSON_00296,PERSON_00325,300,PHONE_00190,voice
CALL_000070,2024-03-12,PERSON_00165,PERSON_00126,28,PHONE_00584,voice
CALL_000071,2023-05-18,PERSON_00390,PERSON_00009,180,PHONE_00577,voice
CALL_000072,2023-03-30,PERSON_00022,PERSON_00044,120,PHONE_00534,voice
CALL_000073,2025-10-22,PERSON_00105,PERSON_00283,28,PHONE_00106,missed
CALL_000074,2022-10-23,PERSON_00190,PERSON_00133,60,PHONE_00516,voice
CALL_000075,2023-05-14,PERSON_00315,PERSON_00068,300,PHONE_00218,voice
CALL_000076,2021-09-22,PERSON_00179,PERSON_00271,180,PHONE_00490,voice
CALL_000077,2025-05-14,PERSON_00405,PERSON_00102,300,PHONE_00283,voice
CALL_000078,2024-03-29,PERSON_00135,PERSON_00346,120,PHONE_00564,missed
CALL_000079,2023-04-04,PERSON_00159,PERSON_00311,420,PHONE_00441,voice
CALL_000080,2023-09-14,PERSON_00019,PERSON_00116,300,PHONE_00216,voice
CALL_000081,2022-01-21,PERSON_00376,PERSON_00341,0,PHONE_00109,voice
CALL_000082,2025-04-24,PERSON_00210,PERSON_00017,180,PHONE_00514,voice
CALL_000083,2023-12-22,PERSON_00370,PERSON_00284,420,PHONE_00438,voice
CALL_000084,2024-09-15,PERSON_00132,PERSON_00363,1200,PHONE_00371,voice
CALL_000085,2024-11-19,PERSON_00105,PERSON_00135,65,PHONE_00106,voice
CALL_000086,2024-08-24,PERSON_00149,PERSON_00081,120,PHONE_00320,voice
CALL_000087,2024-01-10,PERSON_00369,PERSON_00409,300,PHONE_00346,voice
CALL_000088,2024-12-15,PERSON_00400,PERSON_00135,12,PHONE_00172,outgoing
CALL_000089,2025-10-27,PERSON_00281,PERSON_00072,65,PHONE_00166,voice
CALL_000090,2026-05-14,PERSON_00145,PERSON_00250,65,PHONE_00019,voice
CALL_000091,2021-08-20,PERSON_00332,PERSON_00445,1200,PHONE_00459,voice
CALL_000092,2022-10-25,PERSON_00236,PERSON_00030,180,PHONE_00097,voice
CALL_000093,2023-06-05,PERSON_00221,PERSON_00148,180,PHONE_00007,voice
CALL_000094,2024-05-26,PERSON_00072,PERSON_00281,240,PHONE_00140,missed
CALL_000095,2024-09-04,PERSON_00376,PERSON_00256,120,PHONE_00109,voice
CALL_000096,2021-05-14,PERSON_00155,PERSON_00012,300,PHONE_00056,missed
CALL_000097,2022-02-19,PERSON_00379,PERSON_00221,600,PHONE_00443,voice
CALL_000098,2021-01-05,PERSON_00236,PERSON_00256,120,PHONE_00097,voice
CALL_000099,2025-04-15,PERSON_00449,PERSON_00071,240,PHONE_00371,missed
CALL_000100,2025-11-27,PERSON_00032,PERSON_00121,65,PHONE_00446,voice
CALL_000101,2026-01-18,PERSON_00072,PERSON_00297,120,PHONE_00140,voice
CALL_000102,2025-02-27,PERSON_00237,PERSON_00179,120,PHONE_00106,voice
CALL_000103,2024-07-29,PERSON_00035,PERSON_00072,420,PHONE_00341,outgoing
CALL_000104,2022-07-16,PERSON_00173,PERSON_00072,420,PHONE_00529,voice
CALL_000105,2023-07-06,PERSON_00197,PERSON_00231,0,PHONE_00046,outgoing
CALL_000106,2021-02-17,PERSON_00262,PERSON_00250,420,PHONE_00343,voice
CALL_000107,2023-07-12,PERSON_00040,PERSON_00394,65,PHONE_00208,voice
CALL_000108,2024-05-31,PERSON_00310,PERSON_00023,180,PHONE_00065,outgoing
CALL_000109,2022-04-14,PERSON_00078,PERSON_00279,28,PHONE_00134,voice
CALL_000110,2024-12-01,PERSON_00281,PERSON_00072,0,PHONE_00166,missed
CALL_000111,2021-10-18,PERSON_00167,PERSON_00148,180,PHONE_00319,voice
CALL_000112,2023-06-06,PERSON_00138,PERSON_00099,180,PHONE_00320,voice
CALL_000113,2022-02-26,PERSON_00175,PERSON_00195,1200,PHONE_00524,voice
CALL_000114,2025-02-26,PERSON_00094,PERSON_00246,28,PHONE_00044,outgoing
CALL_000115,2025-09-25,PERSON_00221,PERSON_00090,120,PHONE_00007,voice
CALL_000116,2023-08-29,PERSON_00146,PERSON_00383,28,PHONE_00300,voice
CALL_000117,2023-06-16,PERSON_00198,PERSON_00278,120,PHONE_00557,voice
CALL_000118,2023-04-06,PERSON_00148,PERSON_00205,180,PHONE_00407,voice
CALL_000119,2024-02-27,PERSON_00029,PERSON_00024,1200,PHONE_00325,voice
CALL_000120,2023-04-16,PERSON_00134,PERSON_00174,0,PHONE_00074,missed
CALL_000121,2022-04-20,PERSON_00236,PERSON_00427,240,PHONE_00097,missed
CALL_000122,2022-06-07,PERSON_00236,PERSON_00030,180,PHONE_00097,voice
CALL_000123,2026-05-14,PERSON_00127,PERSON_00009,65,PHONE_00292,voice
CALL_000124,2024-10-21,PERSON_00415,PERSON_00199,0,PHONE_00079,voice
CALL_000125,2023-11-04,PERSON_00432,PERSON_00287,120,PHONE_00417,outgoing
CALL_000126,2025-09-12,PERSON_00412,PERSON_00246,60,PHONE_00511,voice
CALL_000127,2026-03-12,PERSON_00044,PERSON_00022,120,PHONE_00184,voice
CALL_000128,2026-01-31,PERSON_00054,PERSON_00450,180,PHONE_00453,voice
CALL_000129,2023-04-08,PERSON_00145,PERSON_00236,420,PHONE_00019,voice
CALL_000130,2021-09-20,PERSON_00164,PERSON_00011,180,PHONE_00628,missed
CALL_000131,2022-01-15,PERSON_00094,PERSON_00185,120,PHONE_00044,voice
CALL_000132,2023-09-20,PERSON_00006,PERSON_00175,300,PHONE_00105,voice
CALL_000133,2023-08-15,PERSON_00078,PERSON_00279,420,PHONE_00134,voice
CALL_000134,2021-12-30,PERSON_00190,PERSON_00098,600,PHONE_00516,voice
CALL_000135,2021-01-25,PERSON_00390,PERSON_00052,780,PHONE_00577,voice
CALL_000136,2023-06-03,PERSON_00071,PERSON_00201,240,PHONE_00392,voice
CALL_000137,2023-11-13,PERSON_00348,PERSON_00381,1200,PHONE_00611,voice
CALL_000138,2023-08-01,PERSON_00323,PERSON_00191,60,PHONE_00086,voice
CALL_000139,2022-04-04,PERSON_00173,PERSON_00272,120,PHONE_00529,voice
CALL_000140,2025-07-23,PERSON_00179,PERSON_00269,0,PHONE_00490,outgoing
CALL_000141,2021-06-10,PERSON_00379,PERSON_00245,60,PHONE_00443,voice
CALL_000142,2024-08-22,PERSON_00094,PERSON_00364,120,PHONE_00044,voice
CALL_000143,2023-01-08,PERSON_00203,PERSON_00450,60,PHONE_00321,voice
CALL_000144,2024-01-02,PERSON_00322,PERSON_00127,28,PHONE_00403,voice
CALL_000145,2025-04-12,PERSON_00186,PERSON_00148,120,PHONE_00398,voice
CALL_000146,2026-01-27,PERSON_00248,PERSON_00232,420,PHONE_00328,voice
CALL_000147,2021-01-03,PERSON_00014,PERSON_00248,240,PHONE_00453,outgoing
CALL_000148,2024-05-02,PERSON_00232,PERSON_00157,120,PHONE_00196,voice
CALL_000149,2026-02-02,PERSON_00329,PERSON_00122,60,PHONE_00103,voice
CALL_000150,2023-11-28,PERSON_00170,PERSON_00445,12,PHONE_00152,missed
CALL_000151,2025-05-11,PERSON_00334,PERSON_00400,60,PHONE_00486,voice
CALL_000152,2023-06-02,PERSON_00281,PERSON_00173,65,PHONE_00166,voice
CALL_000153,2021-07-08,PERSON_00064,PERSON_00390,780,PHONE_00164,missed
CALL_000154,2026-01-25,PERSON_00208,PERSON_00071,120,PHONE_00149,voice
CALL_000155,2025-03-17,PERSON_00385,PERSON_00297,60,PHONE_00062,voice
CALL_000156,2024-04-19,PERSON_00020,PERSON_00071,300,PHONE_00604,voice
CALL_000157,2021-07-08,PERSON_00278,PERSON_00152,300,PHONE_00596,outgoing
CALL_000158,2026-06-07,PERSON_00185,PERSON_00094,180,PHONE_00525,voice
CALL_000159,2021-03-27,PERSON_00011,PERSON_00220,120,PHONE_00533,voice
CALL_000160,2021-06-04,PERSON_00050,PERSON_00340,0,PHONE_00341,voice
CALL_000161,2025-07-06,PERSON_00175,PERSON_00181,65,PHONE_00524,outgoing
CALL_000162,2022-01-04,PERSON_00364,PERSON_00363,420,PHONE_00019,voice
CALL_000163,2025-07-01,PERSON_00399,PERSON_00064,180,PHONE_00331,outgoing
CALL_000164,2025-02-20,PERSON_00149,PERSON_00393,240,PHONE_00320,outgoing
CALL_000165,2022-03-22,PERSON_00076,PERSON_00279,420,PHONE_00504,voice
CALL_000166,2025-12-07,PERSON_00170,PERSON_00027,300,PHONE_00152,voice
CALL_000167,2025-01-16,PERSON_00102,PERSON_00189,0,PHONE_00442,voice
CALL_000168,2025-08-19,PERSON_00394,PERSON_00147,120,PHONE_00032,voice
CALL_000169,2022-09-30,PERSON_00421,PERSON_00246,120,PHONE_00029,voice
CALL_000170,2023-10-05,PERSON_00381,PERSON_00157,420,PHONE_00484,missed
CALL_000171,2023-11-08,PERSON_00080,PERSON_00262,0,PHONE_00598,voice
CALL_000172,2021-06-08,PERSON_00388,PERSON_00170,28,PHONE_00497,voice
CALL_000173,2024-10-05,PERSON_00320,PERSON_00219,60,PHONE_00336,voice
CALL_000174,2021-02-12,PERSON_00020,PERSON_00071,600,PHONE_00604,missed
CALL_000175,2025-03-06,PERSON_00411,PERSON_00049,240,PHONE_00054,voice
CALL_000176,2024-01-08,PERSON_00221,PERSON_00090,420,PHONE_00007,voice
CALL_000177,2023-12-28,PERSON_00281,PERSON_00072,0,PHONE_00166,voice
CALL_000178,2022-10-08,PERSON_00207,PERSON_00139,30,PHONE_00004,voice
CALL_000179,2026-02-02,PERSON_00448,PERSON_00177,120,PHONE_00284,voice
CALL_000180,2022-01-26,PERSON_00449,PERSON_00222,120,PHONE_00371,outgoing
CALL_000181,2026-02-04,PERSON_00218,PERSON_00065,1200,PHONE_00081,outgoing
CALL_000182,2021-05-09,PERSON_00175,PERSON_00181,240,PHONE_00524,voice
CALL_000183,2021-02-03,PERSON_00400,PERSON_00344,300,PHONE_00172,missed
CALL_000184,2022-10-05,PERSON_00388,PERSON_00430,240,PHONE_00497,outgoing
CALL_000185,2025-07-15,PERSON_00050,PERSON_00097,420,PHONE_00341,missed
CALL_000186,2025-09-20,PERSON_00232,PERSON_00309,0,PHONE_00196,voice
CALL_000187,2021-04-22,PERSON_00163,PERSON_00069,120,PHONE_00323,voice
CALL_000188,2023-12-09,PERSON_00190,PERSON_00133,180,PHONE_00516,voice
CALL_000189,2022-08-18,PERSON_00333,PERSON_00201,420,PHONE_00394,voice
CALL_000190,2024-06-14,PERSON_00364,PERSON_00199,180,PHONE_00019,voice
CALL_000191,2021-08-09,PERSON_00119,PERSON_00128,60,PHONE_00619,outgoing
CALL_000192,2024-04-20,PERSON_00058,PERSON_00005,30,PHONE_00190,missed
CALL_000193,2023-04-10,PERSON_00370,PERSON_00022,120,PHONE_00480,voice
CALL_000194,2021-09-27,PERSON_00235,PERSON_00079,1200,PHONE_00472,voice
CALL_000195,2023-12-23,PERSON_00187,PERSON_00038,600,PHONE_00165,outgoing
CALL_000196,2024-12-07,PERSON_00385,PERSON_00416,12,PHONE_00062,outgoing
CALL_000197,2023-01-12,PERSON_00383,PERSON_00010,12,PHONE_00028,outgoing
CALL_000198,2023-09-20,PERSON_00386,PERSON_00265,300,PHONE_00029,voice
CALL_000199,2023-08-03,PERSON_00244,PERSON_00002,600,PHONE_00437,missed
CALL_000200,2023-12-23,PERSON_00394,PERSON_00065,0,PHONE_00032,voice
CALL_000201,2024-09-16,PERSON_00133,PERSON_00040,600,PHONE_00502,outgoing
CALL_000202,2026-04-24,PERSON_00282,PERSON_00148,0,PHONE_00104,voice
CALL_000203,2021-10-07,PERSON_00321,PERSON_00355,600,PHONE_00527,voice
CALL_000204,2021-12-20,PERSON_00240,PERSON_00064,120,PHONE_00284,missed
CALL_000205,2025-12-18,PERSON_00076,PERSON_00185,120,PHONE_00504,missed
CALL_000206,2026-01-11,PERSON_00044,PERSON_00445,28,PHONE_00184,voice
CALL_000207,2021-01-19,PERSON_00207,PERSON_00040,120,PHONE_00004,outgoing
CALL_000208,2025-10-25,PERSON_00397,PERSON_00118,1200,PHONE_00086,voice
CALL_000209,2021-07-15,PERSON_00344,PERSON_00444,240,PHONE_00371,voice
CALL_000210,2025-02-23,PERSON_00170,PERSON_00320,65,PHONE_00152,missed
CALL_000211,2024-02-24,PERSON_00255,PERSON_00444,28,PHONE_00292,outgoing
CALL_000212,2021-12-03,PERSON_00173,PERSON_00170,420,PHONE_00529,voice
CALL_000213,2024-05-05,PERSON_00263,PERSON_00220,240,PHONE_00416,voice
CALL_000214,2024-03-03,PERSON_00394,PERSON_00040,0,PHONE_00032,voice
CALL_000215,2021-08-29,PERSON_00366,PERSON_00079,0,PHONE_00615,voice
CALL_000216,2023-04-18,PERSON_00329,PERSON_00157,12,PHONE_00635,voice
CALL_000217,2022-05-06,PERSON_00165,PERSON_00135,180,PHONE_00584,voice
CALL_000218,2022-08-25,PERSON_00449,PERSON_00091,240,PHONE_00371,voice
CALL_000219,2022-12-02,PERSON_00212,PERSON_00157,0,PHONE_00576,missed
CALL_000220,2023-08-11,PERSON_00402,PERSON_00205,30,PHONE_00114,voice
CALL_000221,2025-10-21,PERSON_00440,PERSON_00262,600,PHONE_00564,voice
CALL_000222,2023-01-09,PERSON_00394,PERSON_00398,120,PHONE_00032,missed
CALL_000223,2022-08-23,PERSON_00143,PERSON_00134,120,PHONE_00497,voice
CALL_000224,2025-02-25,PERSON_00091,PERSON_00181,600,PHONE_00412,voice
CALL_000225,2021-03-05,PERSON_00051,PERSON_00166,120,PHONE_00030,voice
CALL_000226,2023-01-08,PERSON_00089,PERSON_00193,120,PHONE_00039,voice
CALL_000227,2025-11-25,PERSON_00148,PERSON_00322,28,PHONE_00587,voice
CALL_000228,2024-10-27,PERSON_00220,PERSON_00159,120,PHONE_00503,outgoing
CALL_000229,2023-07-20,PERSON_00279,PERSON_00184,65,PHONE_00329,voice
CALL_000230,2025-01-26,PERSON_00176,PERSON_00123,120,PHONE_00494,voice
CALL_000231,2024-02-24,PERSON_00269,PERSON_00210,180,PHONE_00583,outgoing
CALL_000232,2025-06-12,PERSON_00010,PERSON_00400,780,PHONE_00080,voice
CALL_000233,2023-11-05,PERSON_00368,PERSON_00013,300,PHONE_00564,voice
CALL_000234,2024-04-02,PERSON_00281,PERSON_00173,65,PHONE_00166,voice
CALL_000235,2024-03-26,PERSON_00256,PERSON_00068,120,PHONE_00543,voice
CALL_000236,2024-06-13,PERSON_00017,PERSON_00210,120,PHONE_00101,missed
CALL_000237,2024-06-06,PERSON_00226,PERSON_00030,60,PHONE_00099,missed
CALL_000238,2021-10-08,PERSON_00281,PERSON_00072,240,PHONE_00166,voice
CALL_000239,2026-04-21,PERSON_00346,PERSON_00364,180,PHONE_00387,voice
CALL_000240,2023-01-21,PERSON_00359,PERSON_00173,240,PHONE_00636,missed
CALL_000241,2025-07-18,PERSON_00190,PERSON_00098,600,PHONE_00516,voice
CALL_000242,2023-04-21,PERSON_00385,PERSON_00152,180,PHONE_00062,missed
CALL_000243,2025-09-26,PERSON_00300,PERSON_00110,60,PHONE_00060,voice
CALL_000244,2023-02-20,PERSON_00336,PERSON_00171,65,PHONE_00083,voice
CALL_000245,2021-04-21,PERSON_00386,PERSON_00344,120,PHONE_00029,voice
CALL_000246,2025-02-08,PERSON_00153,PERSON_00269,60,PHONE_00170,voice
CALL_000247,2021-04-19,PERSON_00314,PERSON_00246,120,PHONE_00104,voice
CALL_000248,2021-12-16,PERSON_00010,PERSON_00176,120,PHONE_00080,voice
CALL_000249,2023-09-17,PERSON_00344,PERSON_00213,12,PHONE_00371,missed
CALL_000250,2022-09-15,PERSON_00118,PERSON_00028,180,PHONE_00094,voice
CALL_000251,2025-05-21,PERSON_00433,PERSON_00272,120,PHONE_00062,outgoing
CALL_000252,2022-10-07,PERSON_00036,PERSON_00052,240,PHONE_00024,voice
CALL_000253,2022-07-16,PERSON_00020,PERSON_00101,240,PHONE_00604,voice
CALL_000254,2023-07-10,PERSON_00182,PERSON_00077,120,PHONE_00203,outgoing
CALL_000255,2025-01-19,PERSON_00248,PERSON_00232,120,PHONE_00328,missed
CALL_000256,2023-01-06,PERSON_00238,PERSON_00013,120,PHONE_00301,outgoing
CALL_000257,2025-10-04,PERSON_00291,PERSON_00046,600,PHONE_00152,voice
CALL_000258,2021-01-26,PERSON_00066,PERSON_00041,60,PHONE_00026,missed
CALL_000259,2025-12-19,PERSON_00241,PERSON_00252,1200,PHONE_00551,voice
CALL_000260,2025-05-19,PERSON_00340,PERSON_00099,1200,PHONE_00243,outgoing
CALL_000261,2025-12-29,PERSON_00420,PERSON_00287,300,PHONE_00143,voice
CALL_000262,2024-10-08,PERSON_00232,PERSON_00015,0,PHONE_00438,voice
CALL_000263,2025-05-25,PERSON_00370,PERSON_00284,240,PHONE_00480,voice
CALL_000264,2026-05-16,PERSON_00370,PERSON_00199,30,PHONE_00480,voice
CALL_000265,2026-02-16,PERSON_00407,PERSON_00385,240,PHONE_00064,voice
CALL_000266,2025-08-24,PERSON_00097,PERSON_00331,0,PHONE_00389,voice
CALL_000267,2026-03-21,PERSON_00365,PERSON_00117,180,PHONE_00522,outgoing
CALL_000268,2023-07-07,PERSON_00051,PERSON_00143,180,PHONE_00030,outgoing
CALL_000269,2022-03-13,PERSON_00107,PERSON_00169,120,PHONE_00345,voice
CALL_000270,2025-06-03,PERSON_00031,PERSON_00051,180,PHONE_00493,voice
CALL_000271,2025-01-13,PERSON_00164,PERSON_00046,180,PHONE_00628,voice
CALL_000272,2026-06-26,PERSON_00044,PERSON_00445,420,PHONE_00184,voice
CALL_000273,2023-01-08,PERSON_00288,PERSON_00071,420,PHONE_00397,missed
CALL_000274,2022-02-24,PERSON_00355,PERSON_00260,0,PHONE_00551,voice
CALL_000275,2021-07-08,PERSON_00364,PERSON_00223,65,PHONE_00019,outgoing
CALL_000276,2023-02-10,PERSON_00312,PERSON_00407,420,PHONE_00076,outgoing
CALL_000277,2025-04-12,PERSON_00385,PERSON_00178,65,PHONE_00062,missed
CALL_000278,2025-08-23,PERSON_00240,PERSON_00125,600,PHONE_00174,outgoing
CALL_000279,2025-08-13,PERSON_00363,PERSON_00227,120,PHONE_00407,voice
CALL_000280,2025-08-25,PERSON_00232,PERSON_00255,28,PHONE_00438,outgoing
CALL_000281,2023-07-18,PERSON_00028,PERSON_00043,120,PHONE_00399,voice
CALL_000282,2025-03-06,PERSON_00217,PERSON_00148,120,PHONE_00436,outgoing
CALL_000283,2022-12-27,PERSON_00221,PERSON_00225,65,PHONE_00007,missed
CALL_000284,2021-07-21,PERSON_00288,PERSON_00071,65,PHONE_00397,outgoing
CALL_000285,2023-08-20,PERSON_00127,PERSON_00120,120,PHONE_00292,voice
CALL_000286,2022-12-08,PERSON_00081,PERSON_00149,65,PHONE_00196,outgoing
CALL_000287,2025-07-05,PERSON_00360,PERSON_00166,0,PHONE_00467,outgoing
CALL_000288,2026-04-20,PERSON_00447,PERSON_00032,1200,PHONE_00041,voice
CALL_000289,2025-10-07,PERSON_00119,PERSON_00128,0,PHONE_00619,voice
CALL_000290,2022-06-16,PERSON_00182,PERSON_00282,240,PHONE_00627,voice
CALL_000291,2021-03-17,PERSON_00331,PERSON_00288,120,PHONE_00518,voice
CALL_000292,2021-05-06,PERSON_00192,PERSON_00171,65,PHONE_00423,voice
CALL_000293,2024-09-02,PERSON_00160,PERSON_00071,600,PHONE_00565,outgoing
CALL_000294,2023-02-07,PERSON_00173,PERSON_00072,780,PHONE_00529,outgoing
CALL_000295,2023-07-23,PERSON_00148,PERSON_00282,120,PHONE_00407,voice
CALL_000296,2023-03-09,PERSON_00267,PERSON_00058,300,PHONE_00317,missed
CALL_000297,2021-09-27,PERSON_00153,PERSON_00061,30,PHONE_00170,outgoing
CALL_000298,2024-10-09,PERSON_00213,PERSON_00255,780,PHONE_00042,voice
CALL_000299,2022-06-14,PERSON_00152,PERSON_00284,420,PHONE_00069,voice
CALL_000300,2023-03-21,PERSON_00256,PERSON_00027,28,PHONE_00543,outgoing
CALL_000301,2025-10-15,PERSON_00259,PERSON_00190,180,PHONE_00031,voice
CALL_000302,2023-06-05,PERSON_00184,PERSON_00337,65,PHONE_00496,voice
CALL_000303,2023-05-02,PERSON_00009,PERSON_00225,420,PHONE_00339,voice
CALL_000304,2021-08-03,PERSON_00028,PERSON_00076,28,PHONE_00399,voice
CALL_000305,2025-01-01,PERSON_00405,PERSON_00287,12,PHONE_00283,outgoing
CALL_000306,2022-01-04,PERSON_00008,PERSON_00104,180,PHONE_00024,voice
CALL_000307,2023-11-28,PERSON_00173,PERSON_00281,65,PHONE_00529,outgoing
CALL_000308,2022-05-12,PERSON_00364,PERSON_00433,120,PHONE_00019,missed
CALL_000309,2025-11-18,PERSON_00033,PERSON_00105,240,PHONE_00048,missed
CALL_000310,2021-02-23,PERSON_00085,PERSON_00250,65,PHONE_00166,missed
CALL_000311,2023-12-14,PERSON_00447,PERSON_00032,600,PHONE_00041,voice
CALL_000312,2023-10-02,PERSON_00286,PERSON_00315,120,PHONE_00091,voice
CALL_000313,2021-06-27,PERSON_00072,PERSON_00281,65,PHONE_00140,missed
CALL_000314,2023-03-15,PERSON_00447,PERSON_00075,120,PHONE_00138,voice
CALL_000315,2021-11-23,PERSON_00208,PERSON_00102,120,PHONE_00149,voice
CALL_000316,2021-09-19,PERSON_00309,PERSON_00060,28,PHONE_00497,outgoing
CALL_000317,2023-01-20,PERSON_00155,PERSON_00025,420,PHONE_00056,voice
CALL_000318,2021-10-22,PERSON_00340,PERSON_00307,600,PHONE_00243,missed
CALL_000319,2022-01-18,PERSON_00107,PERSON_00169,120,PHONE_00345,voice
CALL_000320,2021-09-08,PERSON_00311,PERSON_00057,420,PHONE_00472,voice
CALL_000321,2021-04-10,PERSON_00303,PERSON_00002,120,PHONE_00183,missed
