source_id,target_id,relationship
PERSON_00186,PHONE_00215,uses_phone
PERSON_00187,PHONE_00165,uses_phone
PERSON_00188,PHONE_00613,uses_phone
PERSON_00189,PHONE_00092,uses_phone
PERSON_00190,PHONE_00516,uses_phone
PERSON_00191,PHONE_00585,uses_phone
PERSON_00192,PHONE_00605,uses_phone
PERSON_00192,PHONE_00423,uses_phone
PERSON_00193,PHONE_00524,uses_phone
PERSON_00194,PHONE_00202,uses_phone
PERSON_00194,PHONE_00232,uses_phone
PERSON_00195,PHONE_00280,uses_phone
PERSON_00196,PHONE_00464,uses_phone
PERSON_00197,PHONE_00298,uses_phone
PERSON_00197,PHONE_00046,uses_phone
PERSON_00198,PHONE_00623,uses_phone
PERSON_00198,PHONE_00557,uses_phone
PERSON_00199,PHONE_00397,uses_phone
PERSON_00199,PHONE_00471,uses_phone
PERSON_00200,PHONE_00226,uses_phone
PERSON_00201,PHONE_00390,uses_phone
PERSON_00202,PHONE_00648,uses_phone
PERSON_00202,PHONE_00220,uses_phone
PERSON_00203,PHONE_00321,uses_phone
PERSON_00204,PHONE_00183,uses_phone
PERSON_00205,PHONE_00648,uses_phone
PERSON_00206,PHONE_00496,uses_phone
PERSON_00207,PHONE_00004,uses_phone
PERSON_00208,PHONE_00597,uses_phone
PERSON_00208,PHONE_00149,uses_phone
PERSON_00209,PHONE_00082,uses_phone
PERSON_00210,PHONE_00514,uses_phone
PERSON_00211,PHONE_00567,uses_phone
PERSON_00212,PHONE_00576,uses_phone
PERSON_00213,PHONE_00042,uses_phone
PERSON_00213,PHONE_00350,uses_phone
PERSON_00214,PHONE_00040,uses_phone
PERSON_00214,PHONE_00006,uses_phone
PERSON_00215,PHONE_00306,uses_phone
PERSON_00216,PHONE_00207,uses_phone
PERSON_00217,PHONE_00514,uses_phone
PERSON_00217,PHONE_00436,uses_phone
PERSON_00218,PHONE_00081,uses_phone
PERSON_00219,PHONE_00476,uses_phone
PERSON_00220,PHONE_00503,uses_phone
PERSON_00221,PHONE_00007,uses_phone
PERSON_00222,PHONE_00165,uses_phone
PERSON_00223,PHONE_00141,uses_phone
PERSON_00224,PHONE_00556,uses_phone
PERSON_00224,PHONE_00087,uses_phone
PERSON_00225,PHONE_00274,uses_phone
PERSON_00226,PHONE_00458,uses_phone
PERSON_00226,PHONE_00099,uses_phone
PERSON_00227,PHONE_00130,uses_phone
PERSON_00227,PHONE_00251,uses_phone
PERSON_00228,PHONE_00279,uses_phone
PERSON_00228,PHONE_00483,uses_phone
PERSON_00229,PHONE_00325,uses_phone
PERSON_00230,PHONE_00138,uses_phone
PERSON_00230,PHONE_00187,uses_phone
PERSON_00231,PHONE_00315,uses_phone
PERSON_00231,PHONE_00397,uses_phone
PERSON_00232,PHONE_00438,uses_phone
PERSON_00232,PHONE_00196,uses_phone
PERSON_00233,PHONE_00558,uses_phone
PERSON_00234,PHONE_00165,uses_phone
PERSON_00235,PHONE_00472,uses_phone
PERSON_00236,PHONE_00097,uses_phone
PERSON_00237,PHONE_00106,uses_phone
PERSON_00238,PHONE_00301,uses_phone
PERSON_00238,PHONE_00601,uses_phone
PERSON_00239,PHONE_00370,uses_phone
PERSON_00240,PHONE_00284,uses_phone
PERSON_00240,PHONE_00174,uses_phone
PERSON_00241,PHONE_00551,uses_phone
PERSON_00242,PHONE_00327,uses_phone
PERSON_00243,PHONE_00148,uses_phone
PERSON_00243,PHONE_00212,uses_phone
PERSON_00244,PHONE_00437,uses_phone
PERSON_00245,PHONE_00353,uses_phone
PERSON_00246,PHONE_00297,uses_phone
PERSON_00246,PHONE_00569,uses_phone
PERSON_00247,PHONE_00021,uses_phone
PERSON_00248,PHONE_00328,uses_phone
PERSON_00249,PHONE_00434,uses_phone
PERSON_00250,PHONE_00114,uses_phone
PERSON_00251,PHONE_00346,uses_phone
PERSON_00252,PHONE_00406,uses_phone
PERSON_00252,PHONE_00280,uses_phone
PERSON_00253,PHONE_00211,uses_phone
PERSON_00254,PHONE_00552,uses_phone
PERSON_00255,PHONE_00292,uses_phone
PERSON_00256,PHONE_00543,uses_phone
PERSON_00257,PHONE_00099,uses_phone
PERSON_00257,PHONE_00540,uses_phone
PERSON_00258,PHONE_00589,uses_phone
PERSON_00259,PHONE_00031,uses_phone
PERSON_00260,PHONE_00003,uses_phone
PERSON_00261,PHONE_00650,uses_phone
PERSON_00262,PHONE_00343,uses_phone
PERSON_00263,PHONE_00416,uses_phone
PERSON_00264,PHONE_00515,uses_phone
PERSON_00265,PHONE_00198,uses_phone
PERSON_00266,PHONE_00344,uses_phone
PERSON_00267,PHONE_00317,uses_phone
PERSON_00268,PHONE_00365,uses_phone
PERSON_00269,PHONE_00583,uses_phone
PERSON_00270,PHONE_00030,uses_phone
PERSON_00270,PHONE_00613,uses_phone
PERSON_00271,PHONE_00350,uses_phone
PERSON_00272,PHONE_00505,uses_phone
PERSON_00273,PHONE_00480,uses_phone
PERSON_00274,PHONE_00065,uses_phone
PERSON_00275,PHONE_00576,uses_phone
PERSON_00276,PHONE_00164,uses_phone
PERSON_00277,PHONE_00208,uses_phone
PERSON_00278,PHONE_00596,uses_phone
PERSON_00279,PHONE_00329,uses_phone
PERSON_00280,PHONE_00509,uses_phone
PERSON_00280,PHONE_00163,uses_phone
PERSON_00281,PHONE_00166,uses_phone
PERSON_00282,PHONE_00104,uses_phone
PERSON_00283,PHONE_00072,uses_phone
PERSON_00283,PHONE_00186,uses_phone
PERSON_00284,PHONE_00299,uses_phone
PERSON_00284,PHONE_00359,uses_phone
PERSON_00285,PHONE_00116,uses_phone
PERSON_00286,PHONE_00091,uses_phone
PERSON_00287,PHONE_00091,uses_phone
PERSON_00288,PHONE_00397,uses_phone
PERSON_00289,PHONE_00240,uses_phone
PERSON_00290,PHONE_00384,uses_phone
PERSON_00290,PHONE_00119,uses_phone
PERSON_00291,PHONE_00317,uses_phone
PERSON_00291,PHONE_00152,uses_phone
PERSON_00292,PHONE_00163,uses_phone
PERSON_00293,PHONE_00581,uses_phone
PERSON_00293,PHONE_00523,uses_phone
PERSON_00293,PHONE_00390,uses_phone
PERSON_00294,PHONE_00111,uses_phone
PERSON_00295,PHONE_00327,uses_phone
PERSON_00295,PHONE_00094,uses_phone
PERSON_00296,PHONE_00190,uses_phone
PERSON_00297,PHONE_00497,uses_phone
PERSON_00297,PHONE_00643,uses_phone
PERSON_00298,PHONE_00045,uses_phone
PERSON_00299,PHONE_00328,uses_phone
PERSON_00300,PHONE_00060,uses_phone
PERSON_00301,PHONE_00441,uses_phone
PERSON_00302,PHONE_00622,uses_phone
PERSON_00303,PHONE_00183,uses_phone
PERSON_00304,PHONE_00606,uses_phone
PERSON_00305,PHONE_00380,uses_phone
PERSON_00306,PHONE_00117,uses_phone
PERSON_00307,PHONE_00220,uses_phone
PERSON_00307,PHONE_00268,uses_phone
PERSON_00308,PHONE_00231,uses_phone
PERSON_00309,PHONE_00497,uses_phone
PERSON_00310,PHONE_00065,uses_phone
PERSON_00311,PHONE_00472,uses_phone
PERSON_00312,PHONE_00076,uses_phone
PERSON_00313,PHONE_00250,uses_phone
PERSON_00314,PHONE_00104,uses_phone
PERSON_00315,PHONE_00218,uses_phone
PERSON_00316,PHONE_00560,uses_phone
PERSON_00317,PHONE_00603,uses_phone
PERSON_00318,PHONE_00111,uses_phone
PERSON_00319,PHONE_00021,uses_phone
PERSON_00319,PHONE_00383,uses_phone
PERSON_00320,PHONE_00336,uses_phone
PERSON_00321,PHONE_00527,uses_phone
PERSON_00322,PHONE_00248,uses_phone
PERSON_00322,PHONE_00403,uses_phone
PERSON_00323,PHONE_00086,uses_phone
PERSON_00324,PHONE_00648,uses_phone
PERSON_00325,PHONE_00466,uses_phone
PERSON_00326,PHONE_00192,uses_phone
PERSON_00327,PHONE_00502,uses_phone
PERSON_00328,PHONE_00565,uses_phone
PERSON_00329,PHONE_00103,uses_phone
PERSON_00329,PHONE_00635,uses_phone
PERSON_00330,PHONE_00327,uses_phone
PERSON_00330,PHONE_00215,uses_phone
PERSON_00331,PHONE_00274,uses_phone
PERSON_00331,PHONE_00518,uses_phone
PERSON_00332,PHONE_00459,uses_phone
PERSON_00333,PHONE_00394,uses_phone
PERSON_00333,PHONE_00189,uses_phone
PERSON_00334,PHONE_00486,uses_phone
PERSON_00335,PHONE_00285,uses_phone
PERSON_00336,PHONE_00083,uses_phone
PERSON_00337,PHONE_00531,uses_phone
PERSON_00338,PHONE_00090,uses_phone
PERSON_00339,PHONE_00559,uses_phone
PERSON_00340,PHONE_00243,uses_phone
PERSON_00341,PHONE_00623,uses_phone
PERSON_00341,PHONE_00268,uses_phone
PERSON_00342,PHONE_00191,uses_phone
PERSON_00343,PHONE_00373,uses_phone
PERSON_00344,PHONE_00371,uses_phone
PERSON_00345,PHONE_00283,uses_phone
PERSON_00345,PHONE_00105,uses_phone
PERSON_00346,PHONE_00387,uses_phone
PERSON_00346,PHONE_00345,uses_phone
PERSON_00347,PHONE_00161,uses_phone
PERSON_00348,PHONE_00611,uses_phone
PERSON_00349,PHONE_00072,uses_phone
PERSON_00349,PHONE_00541,uses_phone
PERSON_00350,PHONE_00344,uses_phone
PERSON_00351,PHONE_00260,uses_phone
PERSON_00352,PHONE_00417,uses_phone
PERSON_00353,PHONE_00394,uses_phone
PERSON_00354,PHONE_00518,uses_phone
PERSON_00355,PHONE_00551,uses_phone
PERSON_00356,PHONE_00165,uses_phone
PERSON_00356,PHONE_00536,uses_phone
PERSON_00357,PHONE_00039,uses_phone
PERSON_00358,PHONE_00452,uses_phone
PERSON_00359,PHONE_00636,uses_phone
PERSON_00360,PHONE_00467,uses_phone
PERSON_00361,PHONE_00616,uses_phone
PERSON_00362,PHONE_00545,uses_phone
PERSON_00363,PHONE_00407,uses_phone
PERSON_00364,PHONE_00019,uses_phone
PERSON_00365,PHONE_00023,uses_phone
PERSON_00365,PHONE_00522,uses_phone
PERSON_00366,PHONE_00205,uses_phone
PERSON_00366,PHONE_00615,uses_phone
PERSON_00367,PHONE_00304,uses_phone
PERSON_00367,PHONE_00633,uses_phone
PERSON_00368,PHONE_00452,uses_phone
PERSON_00368,PHONE_00397,uses_phone
PERSON_00368,PHONE_00564,uses_phone
PERSON_00369,PHONE_00346,uses_phone
PERSON_00370,PHONE_00438,uses_phone
PERSON_00370,PHONE_00480,uses_phone
PERSON_00371,PHONE_00288,uses_phone
PERSON_00372,PHONE_00177,uses_phone
PERSON_00373,PHONE_00391,uses_phone
PERSON_00374,PHONE_00616,uses_phone
PERSON_00375,PHONE_00387,uses_phone
PERSON_00375,PHONE_00334,uses_phone
PERSON_00376,PHONE_00109,uses_phone
PERSON_00377,PHONE_00199,uses_phone
PERSON_00378,PHONE_00146,uses_phone
PERSON_00378,PHONE_00464,uses_phone
PERSON_00379,PHONE_00443,uses_phone
PERSON_00380,PHONE_00355,uses_phone
PERSON_00381,PHONE_00323,uses_phone
PERSON_00381,PHONE_00484,uses_phone
PERSON_00382,PHONE_00070,uses_phone
PERSON_00383,PHONE_00075,uses_phone
PERSON_00383,PHONE_00028,uses_phone
PERSON_00384,PHONE_00608,uses_phone
PERSON_00384,PHONE_00559,uses_phone
PERSON_00385,PHONE_00062,uses_phone
PERSON_00386,PHONE_00029,uses_phone
PERSON_00387,PHONE_00608,uses_phone
PERSON_00387,PHONE_00274,uses_phone
PERSON_00388,PHONE_00497,uses_phone
PERSON_00389,PHONE_00197,uses_phone
PERSON_00389,PHONE_00065,uses_phone
PERSON_00390,PHONE_00577,uses_phone
PERSON_00391,PHONE_00473,uses_phone
PERSON_00391,PHONE_00199,uses_phone
PERSON_00392,PHONE_00315,uses_phone
PERSON_00392,PHONE_00070,uses_phone
PERSON_00393,PHONE_00514,uses_phone
PERSON_00394,PHONE_00032,uses_phone
PERSON_00395,PHONE_00354,uses_phone
PERSON_00395,PHONE_00505,uses_phone
PERSON_00396,PHONE_00627,uses_phone
PERSON_00396,PHONE_00218,uses_phone
PERSON_00397,PHONE_00086,uses_phone
PERSON_00397,PHONE_00370,uses_phone
PERSON_00398,PHONE_00229,uses_phone
PERSON_00399,PHONE_00331,uses_phone
PERSON_00399,PHONE_00127,uses_phone
PERSON_00400,PHONE_00172,uses_phone
PERSON_00401,PHONE_00593,uses_phone
PERSON_00402,PHONE_00228,uses_phone
PERSON_00402,PHONE_00114,uses_phone
PERSON_00403,PHONE_00199,uses_phone
PERSON_00404,PHONE_00300,uses_phone
PERSON_00405,PHONE_00283,uses_phone
PERSON_00406,PHONE_00601,uses_phone
PERSON_00406,PHONE_00478,uses_phone
PERSON_00407,PHONE_00064,uses_phone
PERSON_00407,PHONE_00608,uses_phone
PERSON_00408,PHONE_00359,uses_phone
PERSON_00409,PHONE_00302,uses_phone
PERSON_00410,PHONE_00355,uses_phone
PERSON_00411,PHONE_00054,uses_phone
PERSON_00412,PHONE_00511,uses_phone
PERSON_00413,PHONE_00379,uses_phone
PERSON_00414,PHONE_00012,uses_phone
PERSON_00415,PHONE_00079,uses_phone
PERSON_00416,PHONE_00236,uses_phone
PERSON_00417,PHONE_00599,uses_phone
PERSON_00418,PHONE_00436,uses_phone
PERSON_00419,PHONE_00607,uses_phone
PERSON_00420,PHONE_00143,uses_phone
PERSON_00421,PHONE_00029,uses_phone
PERSON_00422,PHONE_00612,uses_phone
PERSON_00423,PHONE_00227,uses_phone
PERSON_00423,PHONE_00276,uses_phone
PERSON_00424,PHONE_00604,uses_phone
PERSON_00425,PHONE_00152,uses_phone
PERSON_00426,PHONE_00629,uses_phone
PERSON_00427,PHONE_00216,uses_phone
PERSON_00428,PHONE_00029,uses_phone
PERSON_00429,PHONE_00239,uses_phone
PERSON_00430,PHONE_00076,uses_phone
PERSON_00430,PHONE_00434,uses_phone
PERSON_00431,PHONE_00375,uses_phone
PERSON_00432,PHONE_00417,uses_phone
PERSON_00433,PHONE_00062,uses_phone
PERSON_00434,PHONE_00018,uses_phone
PERSON_00434,PHONE_00248,uses_phone
PERSON_00435,PHONE_00618,uses_phone
PERSON_00436,PHONE_00187,uses_phone
PERSON_00437,PHONE_00385,uses_phone
PERSON_00438,PHONE_00435,uses_phone
PERSON_00439,PHONE_00646,uses_phone
PERSON_00440,PHONE_00564,uses_phone
PERSON_00441,PHONE_00333,uses_phone
PERSON_00442,PHONE_00022,uses_phone
PERSON_00443,PHONE_00417,uses_phone
PERSON_00444,PHONE_00118,uses_phone
PERSON_00444,PHONE_00153,uses_phone
PERSON_00445,PHONE_00315,uses_phone
PERSON_00446,PHONE_00049,uses_phone
PERSON_00447,PHONE_00041,uses_phone
PERSON_00447,PHONE_00138,uses_phone
PERSON_00448,PHONE_00284,uses_phone
PERSON_00449,PHONE_00371,uses_phone
PERSON_00450,PHONE_00477,uses_phone
PERSON_00002,ACCT_00158,owns_account
PERSON_00004,ACCT_00371,owns_account
PERSON_00005,ACCT_00145,owns_account
PERSON_00006,ACCT_00311,owns_account
PERSON_00007,ACCT_00292,owns_account
PERSON_00008,ACCT_00050,owns_account
PERSON_00009,ACCT_00453,owns_account
PERSON_00010,ACCT_00011,owns_account
PERSON_00011,ACCT_00407,owns_account
PERSON_00012,ACCT_00095,owns_account
PERSON_00013,ACCT_00055,owns_account
PERSON_00014,ACCT_00065,owns_account
PERSON_00015,ACCT_00264,owns_account
PERSON_00016,ACCT_00455,owns_account
PERSON_00018,ACCT_00005,owns_account
PERSON_00019,ACCT_00368,owns_account
PERSON_00020,ACCT_00305,owns_account
PERSON_00023,ACCT_00227,owns_account
PERSON_00025,ACCT_00248,owns_account
PERSON_00026,ACCT_00125,owns_account
PERSON_00027,ACCT_00104,owns_account
PERSON_00028,ACCT_00372,owns_account
PERSON_00029,ACCT_00267,owns_account
PERSON_00030,ACCT_00161,owns_account
PERSON_00031,ACCT_00477,owns_account
PERSON_00032,ACCT_00448,owns_account
PERSON_00033,ACCT_00001,owns_account
PERSON_00034,ACCT_00263,owns_account
PERSON_00035,ACCT_00361,owns_account
PERSON_00037,ACCT_00029,owns_account
PERSON_00038,ACCT_00330,owns_account
PERSON_00039,ACCT_00211,owns_account
PERSON_00040,ACCT_00480,owns_account
PERSON_00041,ACCT_00281,owns_account
PERSON_00042,ACCT_00136,owns_account
PERSON_00043,ACCT_00416,owns_account
PERSON_00045,ACCT_00342,owns_account
PERSON_00046,ACCT_00370,owns_account
PERSON_00047,ACCT_00247,owns_account
PERSON_00048,ACCT_00213,owns_account
PERSON_00049,ACCT_00390,owns_account
PERSON_00050,ACCT_00271,owns_account
PERSON_00051,ACCT_00444,owns_account
PERSON_00052,ACCT_00397,owns_account
PERSON_00054,ACCT_00293,owns_account
PERSON_00055,ACCT_00348,owns_account
PERSON_00056,ACCT_00121,owns_account
PERSON_00057,ACCT_00009,owns_account
PERSON_00058,ACCT_00340,owns_account
PERSON_00059,ACCT_00028,owns_account
PERSON_00060,ACCT_00469,owns_account
PERSON_00061,ACCT_00045,owns_account
PERSON_00062,ACCT_00126,owns_account
PERSON_00063,ACCT_00366,owns_account
PERSON_00064,ACCT_00345,owns_account
PERSON_00065,ACCT_00032,owns_account
PERSON_00067,ACCT_00048,owns_account
PERSON_00068,ACCT_00336,owns_account
PERSON_00069,ACCT_00329,owns_account
PERSON_00070,ACCT_00204,owns_account
PERSON_00071,ACCT_00287,owns_account
PERSON_00072,ACCT_00253,owns_account
PERSON_00073,ACCT_00071,owns_account
PERSON_00074,ACCT_00438,owns_account
