travel_id,person_id,date,mode,origin,destination
TRV_0031,PERSON_00150,2022-02-06,Car,Visakhapatnam,Ghaziabad
TRV_0032,PERSON_00378,2021-02-20,Taxi,Amritsar,Dhanbad
TRV_0033,PERSON_00053,2023-11-10,Bus,Madurai,Noida
TRV_0034,PERSON_00179,2024-12-26,Bus,Mumbai,Udaipur
TRV_0035,PERSON_00067,2024-08-01,Train,Madurai,Vijayawada
TRV_0036,PERSON_00311,2024-01-09,Taxi,Pune,Coimbatore
TRV_0037,PERSON_00390,2022-08-26,Train,Udaipur,Indore
TRV_0038,PERSON_00215,2022-11-11,Taxi,Bengaluru,Noida
TRV_0039,PERSON_00018,2021-09-26,Taxi,Surat,Patna
TRV_0040,PERSON_00290,2021-11-01,Car,Amritsar,Bengaluru
TRV_0041,PERSON_00080,2025-04-22,Bus,Ahmedabad,Hubballi
TRV_0042,PERSON_00079,2024-03-24,Taxi,Jabalpur,Indore
TRV_0043,PERSON_00394,2022-09-15,Car,Ahmedabad,Mumbai
TRV_0044,PERSON_00437,2024-10-02,Taxi,Ghaziabad,Jaipur
TRV_0045,PERSON_00047,2023-09-24,Flight,Pune,Warangal
TRV_0046,PERSON_00152,2022-12-19,Train,Udaipur,Jaipur
TRV_0047,PERSON_00365,2021-09-14,Taxi,Mumbai,Madurai
TRV_0048,PERSON_00340,2025-01-13,Train,Thiruvananthapuram,Nashik
TRV_0049,PERSON_00236,2021-05-02,Flight,Delhi,Bhopal
TRV_0050,PERSON_00337,2021-04-12,Bus,Jaipur,Kolkata
TRV_0051,PERSON_00267,2024-07-25,Car,New Delhi,Rourkela
TRV_0052,PERSON_00223,2024-12-10,Car,Thiruvananthapuram,Pune
TRV_0053,PERSON_00081,2025-03-11,Flight,Kota,Bengaluru
TRV_0054,PERSON_00015,2026-02-23,Car,Kochi,Mohali
TRV_0055,PERSON_00100,2025-01-30,Bus,Warangal,Bhubaneswar
TRV_0056,PERSON_00345,2022-09-10,Flight,Guntur,Chennai
TRV_0057,PERSON_00160,2024-07-01,Taxi,Kochi,Delhi
TRV_0058,PERSON_00081,2022-01-01,Car,New Delhi,Cuttack
TRV_0059,PERSON_00152,2022-11-29,Flight,Mysuru,Udaipur
TRV_0060,PERSON_00062,2022-10-22,Flight,Lucknow,Durgapur
TRV_0061,PERSON_00108,2025-10-27,Taxi,Coimbatore,Surat
TRV_0062,PERSON_00290,2022-09-24,Flight,Kota,Guntur
TRV_0063,PERSON_00136,2024-02-22,Train,New Delhi,Guntur
TRV_0064,PERSON_00232,2023-01-05,Train,Rourkela,Hubballi
TRV_0065,PERSON_00144,2025-06-12,Car,Mysuru,Warangal
TRV_0066,PERSON_00164,2021-03-16,Bus,Hubballi,Vadodara
TRV_0067,PERSON_00450,2026-06-27,Bus,Howrah,Patna
TRV_0068,PERSON_00389,2021-05-31,Taxi,Delhi,Mysuru
TRV_0069,PERSON_00312,2024-02-12,Taxi,Warangal,Indore
TRV_0070,PERSON_00138,2023-12-08,Train,Kolkata,Howrah
TRV_0071,PERSON_00194,2021-02-06,Train,Udaipur,Cuttack
TRV_0072,PERSON_00045,2023-01-19,Taxi,Muzaffarpur,Ghaziabad
TRV_0073,PERSON_00372,2025-12-13,Taxi,Kozhikode,Madurai
TRV_0074,PERSON_00115,2021-05-27,Flight,Mumbai,Kozhikode
TRV_0075,PERSON_00103,2021-01-10,Flight,Indore,Cuttack
TRV_0076,PERSON_00232,2026-03-14,Train,Guntur,Visakhapatnam
TRV_0077,PERSON_00415,2023-02-06,Flight,Ahmedabad,Durgapur
TRV_0078,PERSON_00446,2025-05-14,Car,Visakhapatnam,Noida
TRV_0079,PERSON_00076,2023-06-09,Taxi,Kozhikode,Vijayawada
TRV_0080,PERSON_00106,2024-09-05,Taxi,Cuttack,Kozhikode
TRV_0081,PERSON_00054,2022-10-01,Flight,Ranchi,Kota
TRV_0082,PERSON_00296,2023-01-17,Bus,Ludhiana,Howrah
TRV_0083,PERSON_00290,2024-12-04,Bus,Vijayawada,Nizamabad
TRV_0084,PERSON_00413,2026-01-30,Bus,Thiruvananthapuram,Vadodara
TRV_0085,PERSON_00088,2021-07-20,Train,Madurai,Udaipur
TRV_0086,PERSON_00280,2023-10-19,Taxi,Udaipur,Surat
TRV_0087,PERSON_00407,2023-01-29,Car,Jabalpur,Bhopal
TRV_0088,PERSON_00433,2023-11-20,Train,Guntur,Kolkata
TRV_0089,PERSON_00133,2021-11-06,Car,Bhopal,Bengaluru
TRV_0090,PERSON_00253,2023-02-22,Taxi,Kota,Kochi
TRV_0091,PERSON_00321,2022-03-16,Train,Rourkela,Ahmedabad
TRV_0092,PERSON_00436,2022-03-30,Flight,Visakhapatnam,Indore
TRV_0093,PERSON_00252,2023-02-21,Train,Gaya,Noida
TRV_0094,PERSON_00168,2021-10-28,Car,Thiruvananthapuram,Hubballi
TRV_0095,PERSON_00001,2022-06-12,Car,Lucknow,Pune
TRV_0096,PERSON_00208,2022-04-26,Flight,Cuttack,Indore
TRV_0097,PERSON_00252,2022-07-19,Car,Udaipur,Mysuru
TRV_0098,PERSON_00174,2026-05-24,Car,Ahmedabad,Mysuru
TRV_0099,PERSON_00140,2024-10-01,Car,Dhanbad,Visakhapatnam
TRV_0100,PERSON_00383,2022-12-03,Bus,Mohali,Nizamabad
TRV_0101,PERSON_00195,2021-08-01,Flight,Kolkata,Jabalpur
TRV_0102,PERSON_00317,2021-10-09,Flight,Bhopal,Rourkela
TRV_0103,PERSON_00047,2022-01-24,Car,Coimbatore,Hyderabad
TRV_0104,PERSON_00129,2021-09-09,Bus,Thiruvananthapuram,Nizamabad
TRV_0105,PERSON_00334,2021-10-07,Train,Durgapur,Bhubaneswar
TRV_0106,PERSON_00105,2021-06-30,Train,Vadodara,Ghaziabad
TRV_0107,PERSON_00250,2025-07-28,Train,Visakhapatnam,Madurai
TRV_0108,PERSON_00197,2021-12-15,Flight,Patna,Surat
TRV_0109,PERSON_00174,2021-06-24,Flight,Pune,Kolkata
TRV_0110,PERSON_00033,2024-03-24,Flight,Warangal,Cuttack
TRV_0111,PERSON_00017,2024-04-16,Taxi,Pune,Vijayawada
TRV_0112,PERSON_00418,2023-05-01,Taxi,Thiruvananthapuram,Vijayawada
TRV_0113,PERSON_00068,2022-05-13,Bus,Amritsar,Cuttack
TRV_0114,PERSON_00021,2023-05-30,Taxi,Ghaziabad,Cuttack
TRV_0115,PERSON_00258,2024-02-12,Car,Nashik,Ghaziabad
TRV_0116,PERSON_00203,2024-12-01,Flight,Jaipur,Kolkata
TRV_0117,PERSON_00311,2025-01-11,Flight,Bhubaneswar,Ludhiana
TRV_0118,PERSON_00144,2024-09-21,Flight,Bhopal,Ranchi
TRV_0119,PERSON_00280,2024-06-20,Train,Rourkela,Howrah
TRV_0120,PERSON_00231,2021-06-16,Car,Gaya,Rourkela
TRV_0121,PERSON_00046,2021-04-28,Car,Warangal,Indore
TRV_0122,PERSON_00157,2025-08-19,Bus,Delhi,Ludhiana
TRV_0123,PERSON_00237,2022-06-18,Car,Bengaluru,Mohali
TRV_0124,PERSON_00194,2021-02-17,Flight,Noida,Kozhikode
TRV_0125,PERSON_00197,2026-03-27,Taxi,Mysuru,Hyderabad
TRV_0126,PERSON_00108,2022-05-14,Train,Indore,Bengaluru
TRV_0127,PERSON_00070,2025-01-26,Taxi,Kota,New Delhi
TRV_0128,PERSON_00396,2024-02-15,Train,Nizamabad,Jamshedpur
TRV_0129,PERSON_00234,2025-02-19,Taxi,Surat,Durgapur
TRV_0130,PERSON_00091,2021-05-31,Car,Madurai,Indore
TRV_0131,PERSON_00186,2024-02-08,Train,Vijayawada,Nashik
TRV_0132,PERSON_00199,2021-08-07,Taxi,Patna,Mohali
TRV_0133,PERSON_00101,2022-09-24,Train,New Delhi,Ranchi
TRV_0134,PERSON_00165,2025-08-08,Train,Udaipur,Visakhapatnam
TRV_0135,PERSON_00380,2022-10-05,Bus,Lucknow,Mysuru
TRV_0136,PERSON_00132,2021-04-09,Car,Noida,Howrah
TRV_0137,PERSON_00237,2026-04-20,Flight,Noida,Vadodara
TRV_0138,PERSON_00167,2026-01-19,Bus,Coimbatore,Vadodara
TRV_0139,PERSON_00356,2021-09-16,Train,Jamshedpur,Vadodara
TRV_0140,PERSON_00371,2022-12-16,Train,Hyderabad,Mysuru
TRV_0141,PERSON_00315,2023-07-29,Flight,Jaipur,Ludhiana
TRV_0142,PERSON_00027,2023-03-24,Train,Delhi,Kolkata
TRV_0143,PERSON_00290,2026-03-20,Flight,Mohali,Vadodara
TRV_0144,PERSON_00208,2025-10-26,Taxi,Nizamabad,Bhubaneswar
TRV_0145,PERSON_00020,2023-10-26,Flight,Vadodara,Ludhiana
TRV_0146,PERSON_00029,2025-03-13,Train,Pune,Gaya
TRV_0147,PERSON_00271,2023-04-10,Taxi,Madurai,Jamshedpur
TRV_0148,PERSON_00251,2025-12-02,Taxi,Jamshedpur,Kochi
TRV_0149,PERSON_00130,2024-04-17,Flight,Bhopal,Howrah
TRV_0150,PERSON_00105,2025-12-01,Taxi,Durgapur,Ranchi
TRV_0151,PERSON_00091,2021-01-26,Car,Mohali,Ranchi
TRV_0152,PERSON_00166,2024-03-10,Flight,Madurai,Surat
TRV_0153,PERSON_00156,2021-05-10,Taxi,Kota,Cuttack
TRV_0154,PERSON_00215,2021-07-17,Taxi,Vijayawada,Warangal
TRV_0155,PERSON_00423,2021-08-07,Car,Kochi,Bhubaneswar
TRV_0156,PERSON_00029,2026-05-12,Train,Chennai,Nizamabad
TRV_0157,PERSON_00149,2021-07-10,Car,Muzaffarpur,Durgapur
TRV_0158,PERSON_00184,2023-10-25,Bus,Gaya,Chennai
TRV_0159,PERSON_00189,2021-02-10,Bus,Ludhiana,Warangal
TRV_0160,PERSON_00218,2026-01-08,Taxi,Ranchi,Howrah
TRV_0161,PERSON_00093,2023-11-12,Train,Bhopal,Noida
TRV_0162,PERSON_00186,2024-06-27,Taxi,Madurai,Noida
TRV_0163,PERSON_00396,2024-12-20,Bus,Warangal,Ahmedabad
TRV_0164,PERSON_00368,2025-03-21,Train,Guntur,Mysuru
TRV_0165,PERSON_00040,2024-03-31,Car,Nashik,Coimbatore
TRV_0166,PERSON_00257,2022-12-20,Car,Visakhapatnam,Nashik
TRV_0167,PERSON_00136,2023-05-24,Train,Howrah,Coimbatore
TRV_0168,PERSON_00037,2024-07-19,Taxi,Ranchi,Vadodara
TRV_0169,PERSON_00251,2021-06-26,Flight,Howrah,Guntur
TRV_0170,PERSON_00394,2024-03-23,Bus,Nizamabad,Rourkela
TRV_0171,PERSON_00332,2023-02-09,Train,Coimbatore,Warangal
TRV_0172,PERSON_00383,2026-02-23,Bus,Nizamabad,Delhi
TRV_0173,PERSON_00140,2023-04-25,Car,Cuttack,Patna
TRV_0174,PERSON_00178,2021-10-31,Car,Hubballi,Jabalpur
TRV_0175,PERSON_00158,2024-02-20,Taxi,Warangal,Ranchi
TRV_0176,PERSON_00217,2022-09-07,Train,Cuttack,Surat
TRV_0177,PERSON_00077,2021-01-19,Flight,New Delhi,Surat
TRV_0178,PERSON_00085,2022-04-13,Flight,Kochi,Udaipur
TRV_0179,PERSON_00368,2024-06-13,Car,Noida,Coimbatore
TRV_0180,PERSON_00240,2023-01-06,Flight,Indore,Howrah
TRV_0181,PERSON_00071,2023-03-20,Train,Udaipur,Madurai
TRV_0182,PERSON_00280,2023-03-16,Car,Ghaziabad,Udaipur
TRV_0183,PERSON_00369,2024-05-30,Flight,Rourkela,Mumbai
TRV_0184,PERSON_00161,2026-06-12,Train,Nashik,Mumbai
TRV_0185,PERSON_00130,2025-10-24,Train,New Delhi,Patna
TRV_0186,PERSON_00397,2025-10-19,Train,Rourkela,Madurai
TRV_0187,PERSON_00126,2025-01-16,Train,Durgapur,Thiruvananthapuram
TRV_0188,PERSON_00262,2022-04-09,Flight,Coimbatore,Thiruvananthapuram
TRV_0189,PERSON_00149,2022-02-28,Flight,Ludhiana,Rourkela
TRV_0190,PERSON_00066,2022-04-29,Train,Howrah,Durgapur
TRV_0191,PERSON_00164,2025-03-03,Bus,Vadodara,Howrah
TRV_0192,PERSON_00165,2026-02-10,Flight,Patna,Indore
TRV_0193,PERSON_00088,2022-05-11,Bus,Kozhikode,Kota
TRV_0194,PERSON_00142,2021-09-23,Train,Noida,Bhopal
TRV_0195,PERSON_00287,2021-08-10,Train,Delhi,Jaipur
TRV_0196,PERSON_00163,2026-05-28,Train,Coimbatore,Kota
TRV_0197,PERSON_00070,2022-04-07,Taxi,Mohali,Patna
TRV_0198,PERSON_00072,2024-08-15,Flight,Nizamabad,Vadodara
TRV_0199,PERSON_00047,2021-03-31,Flight,Noida,Kolkata
TRV_0200,PERSON_00301,2025-12-28,Flight,Kolkata,Durgapur
TRV_0201,PERSON_00264,2023-08-07,Car,Bhopal,Mysuru
TRV_0202,PERSON_00442,2021-09-25,Train,Durgapur,Chennai
TRV_0203,PERSON_00419,2021-08-10,Train,Guntur,Surat
TRV_0204,PERSON_00263,2026-02-06,Train,Durgapur,Bhopal
TRV_0205,PERSON_00215,2024-07-27,Train,Udaipur,Dhanbad
TRV_0206,PERSON_00021,2025-09-06,Car,Cuttack,Howrah
TRV_0207,PERSON_00420,2022-02-19,Flight,Cuttack,Chennai
TRV_0208,PERSON_00359,2024-07-26,Train,Bhopal,Noida
TRV_0209,PERSON_00324,2022-08-28,Bus,Gaya,Surat
TRV_0210,PERSON_00325,2021-06-07,Bus,Gaya,Chennai
TRV_0211,PERSON_00164,2025-10-14,Taxi,Kolkata,Pune
TRV_0212,PERSON_00182,2021-02-10,Car,Pune,Udaipur
TRV_0213,PERSON_00141,2025-09-30,Taxi,Vadodara,Nashik
TRV_0214,PERSON_00249,2021-11-18,Bus,Madurai,Kota
TRV_0215,PERSON_00215,2022-11-15,Train,Ahmedabad,Pune
TRV_0216,PERSON_00401,2023-02-24,Bus,Pune,Rourkela
TRV_0217,PERSON_00281,2026-02-18,Bus,Ghaziabad,Patna
TRV_0218,PERSON_00211,2022-03-09,Train,Coimbatore,Hyderabad
TRV_0219,PERSON_00331,2025-11-10,Flight,Kolkata,Dhanbad
TRV_0220,PERSON_00236,2022-02-07,Flight,Bengaluru,Warangal
TRV_0221,PERSON_00130,2026-02-23,Taxi,Bengaluru,Bhubaneswar
TRV_0222,PERSON_00335,2022-02-02,Train,Pune,Mysuru
TRV_0223,PERSON_00252,2025-09-17,Train,Pune,Hyderabad
TRV_0224,PERSON_00061,2021-02-05,Train,Dhanbad,Jabalpur
TRV_0225,PERSON_00241,2023-11-16,Bus,Noida,Gaya
TRV_0226,PERSON_00379,2022-04-07,Bus,Kozhikode,Ahmedabad
TRV_0227,PERSON_00384,2026-03-07,Car,Kochi,Patna
TRV_0228,PERSON_00304,2023-02-20,Bus,Hubballi,Guntur
TRV_0229,PERSON_00047,2024-11-28,Train,Muzaffarpur,Kozhikode
TRV_0230,PERSON_00429,2024-07-30,Taxi,Durgapur,Warangal
TRV_0231,PERSON_00286,2021-02-08,Train,Howrah,New Delhi
TRV_0232,PERSON_00422,2022-11-11,Bus,Ranchi,Patna
TRV_0233,PERSON_00401,2024-08-28,Taxi,Hyderabad,Kochi
TRV_0234,PERSON_00206,2021-10-10,Flight,Bhubaneswar,Visakhapatnam
TRV_0235,PERSON_00080,2021-08-06,Bus,Guntur,Mysuru
TRV_0236,PERSON_00049,2024-04-26,Flight,Ranchi,Dhanbad
TRV_0237,PERSON_00058,2025-06-12,Bus,Durgapur,Amritsar
TRV_0238,PERSON_00122,2023-08-31,Flight,Jaipur,Vadodara
TRV_0239,PERSON_00189,2022-04-13,Taxi,Ranchi,Bhubaneswar
TRV_0240,PERSON_00152,2022-02-08,Taxi,Dhanbad,Noida
TRV_0241,PERSON_00012,2023-04-14,Train,Noida,Indore
TRV_0242,PERSON_00157,2026-06-29,Taxi,New Delhi,Noida
TRV_0243,PERSON_00302,2026-06-02,Bus,Coimbatore,Howrah
TRV_0244,PERSON_00335,2022-08-21,Flight,Patna,Howrah
TRV_0245,PERSON_00401,2023-02-27,Train,New Delhi,Ghaziabad
TRV_0246,PERSON_00282,2024-05-30,Car,Madurai,Delhi
TRV_0247,PERSON_00094,2023-09-01,Car,Kochi,Jamshedpur
TRV_0248,PERSON_00046,2026-02-09,Flight,Lucknow,Delhi
TRV_0249,PERSON_00390,2024-07-09,Train,Nashik,Durgapur
TRV_0250,PERSON_00373,2023-08-07,Train,Mumbai,Kolkata
TRV_0251,PERSON_00180,2022-11-03,Train,Patna,Madurai
TRV_0252,PERSON_00405,2025-05-30,Car,Kolkata,Howrah
TRV_0253,PERSON_00392,2023-08-14,Train,Nizamabad,Udaipur
TRV_0254,PERSON_00401,2026-04-10,Bus,Muzaffarpur,Udaipur
TRV_0255,PERSON_00084,2025-08-29,Taxi,New Delhi,Kolkata
TRV_0256,PERSON_00174,2023-11-11,Taxi,Indore,Thiruvananthapuram
TRV_0257,PERSON_00219,2023-01-21,Flight,Bhubaneswar,Gaya
TRV_0258,PERSON_00282,2022-02-15,Bus,Kozhikode,Visakhapatnam
TRV_0259,PERSON_00187,2022-08-01,Flight,Muzaffarpur,Chennai
TRV_0260,PERSON_00113,2022-09-25,Car,Cuttack,Bengaluru
TRV_0261,PERSON_00027,2021-11-16,Car,Dhanbad,Kochi
TRV_0262,PERSON_00206,2023-05-05,Bus,Dhanbad,Durgapur
TRV_0263,PERSON_00207,2025-03-01,Train,Durgapur,Bhopal
TRV_0264,PERSON_00100,2025-06-26,Bus,Madurai,Bhubaneswar
TRV_0265,PERSON_00110,2024-11-27,Car,Lucknow,Visakhapatnam
TRV_0266,PERSON_00308,2025-02-28,Train,Indore,Kochi
TRV_0267,PERSON_00436,2021-01-12,Train,Mysuru,Vijayawada
TRV_0268,PERSON_00010,2025-01-01,Flight,Hyderabad,Gaya
TRV_0269,PERSON_00407,2023-05-26,Car,Howrah,Ahmedabad
TRV_0270,PERSON_00185,2024-07-04,Bus,Coimbatore,Kolkata
TRV_0271,PERSON_00162,2021-09-12,Flight,Dhanbad,Hyderabad
TRV_0272,PERSON_00244,2022-04-30,Taxi,Hubballi,Kolkata
TRV_0273,PERSON_00101,2025-04-05,Bus,Chennai,Guntur
TRV_0274,PERSON_00330,2023-12-20,Car,Delhi,Udaipur
TRV_0275,PERSON_00425,2025-02-21,Taxi,Nashik,Lucknow
TRV_0276,PERSON_00059,2024-12-04,Taxi,Ghaziabad,Hubballi
TRV_0277,PERSON_00183,2021-12-03,Bus,Mysuru,Bhubaneswar
TRV_0278,PERSON_00013,2026-04-04,Train,Delhi,Mysuru
TRV_0279,PERSON_00381,2022-01-12,Car,Kota,Delhi
TRV_0280,PERSON_00067,2024-08-08,Flight,Udaipur,Coimbatore
TRV_0281,PERSON_00196,2021-10-30,Car,Noida,Lucknow
TRV_0282,PERSON_00171,2025-04-06,Flight,Ghaziabad,Kozhikode
TRV_0283,PERSON_00289,2026-02-13,Flight,Nizamabad,Vadodara
TRV_0284,PERSON_00307,2021-05-15,Bus,Kolkata,Ludhiana
TRV_0285,PERSON_00122,2021-01-29,Taxi,Mysuru,Vijayawada
TRV_0286,PERSON_00089,2022-01-26,Train,Patna,Bengaluru
TRV_0287,PERSON_00425,2024-08-15,Taxi,Cuttack,Dhanbad
TRV_0288,PERSON_00408,2026-03-13,Car,Mohali,Nizamabad
TRV_0289,PERSON_00079,2025-04-19,Taxi,Rourkela,Kota
TRV_0290,PERSON_00241,2025-03-25,Car,Noida,Surat
TRV_0291,PERSON_00063,2022-01-19,Bus,Mysuru,Noida
TRV_0292,PERSON_00341,2023-06-27,Flight,Mumbai,Bhubaneswar
TRV_0293,PERSON_00041,2022-04-18,Train,Nashik,Mumbai
TRV_0294,PERSON_00336,2022-12-08,Flight,Bengaluru,Noida
TRV_0295,PERSON_00446,2021-01-12,Train,Chennai,Patna
TRV_0296,PERSON_00108,2022-12-15,Taxi,Vijayawada,Ghaziabad
TRV_0297,PERSON_00448,2021-05-10,Taxi,Chennai,Hubballi
TRV_0298,PERSON_00294,2023-06-09,Flight,Howrah,Jaipur
TRV_0299,PERSON_00095,2022-08-01,Taxi,Coimbatore,Jamshedpur
TRV_0300,PERSON_00151,2025-09-10,Flight,Ranchi,Bengaluru
TRV_0301,PERSON_00432,2021-10-14,Bus,Bengaluru,Patna
TRV_0302,PERSON_00203,2024-06-21,Train,Thiruvananthapuram,Hubballi
TRV_0303,PERSON_00309,2026-04-09,Flight,New Delhi,Dhanbad
TRV_0304,PERSON_00444,2025-04-17,Flight,Mysuru,Vadodara
TRV_0305,PERSON_00304,2021-08-16,Flight,Patna,Udaipur
TRV_0306,PERSON_00049,2025-02-07,Taxi,Dhanbad,Visakhapatnam
TRV_0307,PERSON_00113,2023-07-15,Car,Kozhikode,Vadodara
TRV_0308,PERSON_00005,2022-12-23,Flight,Kozhikode,Jabalpur
TRV_0309,PERSON_00173,2026-01-01,Bus,Ranchi,Kozhikode
TRV_0310,PERSON_00382,2023-07-10,Flight,Delhi,Kolkata
TRV_0311,PERSON_00407,2021-01-29,Taxi,Kota,Gaya
TRV_0312,PERSON_00412,2024-01-06,Taxi,Gaya,Bhopal
TRV_0313,PERSON_00064,2021-01-20,Flight,Bhubaneswar,Thiruvananthapuram
TRV_0314,PERSON_00175,2025-12-03,Taxi,Rourkela,Thiruvananthapuram
TRV_0315,PERSON_00251,2024-10-26,Bus,Jabalpur,Hubballi
TRV_0316,PERSON_00029,2025-08-30,Taxi,Vadodara,Lucknow
TRV_0317,PERSON_00022,2025-05-28,Car,Kota,Durgapur
TRV_0318,PERSON_00443,2023-07-27,Car,Ranchi,Cuttack
TRV_0319,PERSON_00029,2025-05-27,Train,Visakhapatnam,Howrah
TRV_0320,PERSON_00345,2023-07-12,Car,Dhanbad,Jamshedpur
TRV_0321,PERSON_00096,2022-02-23,Taxi,Rourkela,Bhubaneswar
TRV_0322,PERSON_00294,2022-08-24,Taxi,Coimbatore,Hubballi
TRV_0323,PERSON_00060,2023-02-28,Car,Vijayawada,Bengaluru
TRV_0324,PERSON_00221,2021-07-29,Taxi,Kozhikode,Surat
TRV_0325,PERSON_00128,2021-05-10,Bus,Vadodara,Gaya
TRV_0326,PERSON_00242,2022-08-04,Bus,Durgapur,Dhanbad
TRV_0327,PERSON_00207,2021-04-25,Taxi,Lucknow,Ghaziabad
TRV_0328,PERSON_00309,2021-04-23,Flight,Noida,Ahmedabad
TRV_0329,PERSON_00087,2024-10-22,Flight,Guntur,Delhi
TRV_0330,PERSON_00292,2023-08-30,Car,Howrah,Delhi
TRV_0331,PERSON_00248,2021-01-26,Train,Cuttack,Mysuru
TRV_0332,PERSON_00130,2022-09-04,Bus,Warangal,Nizamabad
TRV_0333,PERSON_00336,2021-06-30,Train,Coimbatore,Nashik
TRV_0334,PERSON_00366,2022-04-10,Car,Vadodara,Vijayawada
TRV_0335,PERSON_00010,2024-04-04,Bus,Kochi,Lucknow
TRV_0336,PERSON_00094,2023-08-02,Car,Pune,Delhi
TRV_0337,PERSON_00377,2022-12-18,Car,Vadodara,Nashik
TRV_0338,PERSON_00229,2024-08-18,Car,Dhanbad,Kolkata
TRV_0339,PERSON_00086,2026-04-21,Car,Gaya,Cuttack
TRV_0340,PERSON_00088,2021-11-08,Bus,Hubballi,Indore
TRV_0341,PERSON_00061,2025-07-04,Car,Amritsar,Kolkata
TRV_0342,PERSON_00033,2022-11-17,Bus,Coimbatore,Howrah
TRV_0343,PERSON_00389,2022-12-05,Taxi,Kochi,Vadodara
TRV_0344,PERSON_00163,2021-12-24,Flight,Cuttack,Udaipur
TRV_0345,PERSON_00285,2021-04-02,Taxi,Bhopal,Howrah
TRV_0346,PERSON_00073,2023-09-19,Car,Kota,Muzaffarpur
TRV_0347,PERSON_00310,2022-03-25,Taxi,Jaipur,Dhanbad
TRV_0348,PERSON_00249,2026-03-22,Car,Howrah,Kozhikode
TRV_0349,PERSON_00105,2025-07-16,Flight,Mysuru,Jabalpur
TRV_0350,PERSON_00047,2026-03-22,Bus,Amritsar,Delhi
TRV_0351,PERSON_00202,2023-02-07,Flight,Dhanbad,Thiruvananthapuram
TRV_0352,PERSON_00041,2026-03-15,Train,Noida,Jamshedpur
TRV_0353,PERSON_00325,2024-07-25,Car,Warangal,Vadodara
TRV_0354,PERSON_00306,2025-05-31,Flight,Patna,Ahmedabad
TRV_0355,PERSON_00125,2024-03-01,Flight,Indore,Pune
TRV_0356,PERSON_00123,2023-08-29,Flight,Kota,Chennai
TRV_0357,PERSON_00377,2022-07-11,Flight,Nashik,Udaipur
TRV_0358,PERSON_00022,2022-02-25,Train,Bhubaneswar,Ghaziabad
TRV_0359,PERSON_00208,2023-02-02,Bus,Ghaziabad,Vadodara
TRV_0360,PERSON_00042,2023-01-03,Bus,Udaipur,Nashik
TRV_0361,PERSON_00263,2024-09-20,Car,Guntur,Jaipur
TRV_0362,PERSON_00245,2025-06-09,Car,Pune,Noida
TRV_0363,PERSON_00393,2021-05-04,Car,Bhopal,Ranchi
TRV_0364,PERSON_00349,2024-04-21,Car,Vadodara,Kozhikode
TRV_0365,PERSON_00006,2023-01-02,Flight,Ranchi,Noida
TRV_0366,PERSON_00162,2026-04-02,Flight,Hyderabad,Guntur
TRV_0367,PERSON_00204,2021-05-15,Taxi,Jamshedpur,Durgapur
TRV_0368,PERSON_00226,2026-04-05,Train,New Delhi,Indore
TRV_0369,PERSON_00411,2025-08-31,Flight,Kolkata,Mohali
TRV_0370,PERSON_00123,2022-04-14,Taxi,Pune,Ahmedabad
TRV_0371,PERSON_00386,2022-02-01,Train,Ghaziabad,Nashik
TRV_0372,PERSON_00080,2023-06-02,Car,Jabalpur,Udaipur
