sms_id,date,from_person,to_person,phone_id,message_category
SMS_000086,2025-11-21,PERSON_00382,PERSON_00405,PHONE_00070,work
SMS_000087,2021-06-13,PERSON_00314,PERSON_00227,PHONE_00104,family
SMS_000088,2021-07-11,PERSON_00383,PERSON_00237,PHONE_00028,work
SMS_000089,2022-06-03,PERSON_00146,PERSON_00383,PHONE_00300,family
SMS_000090,2021-12-02,PERSON_00060,PERSON_00157,PHONE_00630,routine
SMS_000091,2025-07-10,PERSON_00390,PERSON_00022,PHONE_00577,work
SMS_000092,2025-03-18,PERSON_00093,PERSON_00295,PHONE_00315,routine
SMS_000093,2024-07-18,PERSON_00239,PERSON_00034,PHONE_00370,appointment
SMS_000094,2022-04-14,PERSON_00357,PERSON_00155,PHONE_00039,work
SMS_000095,2025-02-14,PERSON_00305,PERSON_00196,PHONE_00380,routine
SMS_000096,2024-01-03,PERSON_00057,PERSON_00407,PHONE_00456,family
SMS_000097,2021-03-19,PERSON_00299,PERSON_00025,PHONE_00328,delivery
SMS_000098,2022-09-06,PERSON_00399,PERSON_00118,PHONE_00331,delivery
SMS_000099,2025-06-26,PERSON_00130,PERSON_00152,PHONE_00086,bank alert
SMS_000100,2023-05-30,PERSON_00279,PERSON_00102,PHONE_00329,routine
SMS_000101,2024-10-20,PERSON_00210,PERSON_00017,PHONE_00514,work
SMS_000102,2024-12-17,PERSON_00250,PERSON_00145,PHONE_00114,work
SMS_000103,2022-09-16,PERSON_00047,PERSON_00079,PHONE_00082,bank alert
SMS_000104,2026-05-13,PERSON_00221,PERSON_00387,PHONE_00007,delivery
SMS_000105,2026-01-20,PERSON_00152,PERSON_00235,PHONE_00069,family
SMS_000106,2023-04-20,PERSON_00416,PERSON_00263,PHONE_00236,family
SMS_000107,2023-09-10,PERSON_00273,PERSON_00043,PHONE_00480,routine
SMS_000108,2022-11-08,PERSON_00016,PERSON_00177,PHONE_00555,delivery
SMS_000109,2025-07-06,PERSON_00145,PERSON_00181,PHONE_00019,work
SMS_000110,2024-09-10,PERSON_00356,PERSON_00204,PHONE_00165,appointment
SMS_000111,2022-10-03,PERSON_00353,PERSON_00166,PHONE_00394,family
SMS_000112,2021-09-28,PERSON_00188,PERSON_00177,PHONE_00613,work
SMS_000113,2026-02-11,PERSON_00150,PERSON_00102,PHONE_00373,appointment
SMS_000114,2024-05-05,PERSON_00322,PERSON_00246,PHONE_00248,work
SMS_000115,2022-07-18,PERSON_00327,PERSON_00162,PHONE_00502,travel
SMS_000116,2022-02-01,PERSON_00157,PERSON_00426,PHONE_00254,bank alert
SMS_000117,2021-12-28,PERSON_00423,PERSON_00110,PHONE_00276,routine
SMS_000118,2022-07-28,PERSON_00044,PERSON_00203,PHONE_00184,routine
SMS_000119,2024-01-01,PERSON_00321,PERSON_00014,PHONE_00527,family
SMS_000120,2026-04-28,PERSON_00392,PERSON_00116,PHONE_00070,family
SMS_000121,2025-10-16,PERSON_00165,PERSON_00065,PHONE_00584,bank alert
SMS_000122,2024-03-03,PERSON_00165,PERSON_00126,PHONE_00584,family
SMS_000123,2026-06-13,PERSON_00290,PERSON_00198,PHONE_00119,bank alert
SMS_000124,2021-06-20,PERSON_00361,PERSON_00311,PHONE_00616,family
SMS_000125,2022-03-27,PERSON_00096,PERSON_00028,PHONE_00035,family
SMS_000126,2026-04-13,PERSON_00043,PERSON_00270,PHONE_00343,family
SMS_000127,2024-04-02,PERSON_00324,PERSON_00026,PHONE_00648,work
SMS_000128,2024-02-24,PERSON_00269,PERSON_00281,PHONE_00583,work
SMS_000129,2025-05-19,PERSON_00422,PERSON_00004,PHONE_00612,work
SMS_000130,2021-11-13,PERSON_00369,PERSON_00409,PHONE_00346,routine
SMS_000131,2023-02-04,PERSON_00135,PERSON_00344,PHONE_00564,appointment
SMS_000132,2026-01-19,PERSON_00044,PERSON_00203,PHONE_00184,appointment
SMS_000133,2021-09-11,PERSON_00447,PERSON_00032,PHONE_00041,bank alert
SMS_000134,2021-06-07,PERSON_00185,PERSON_00078,PHONE_00525,work
SMS_000135,2025-07-24,PERSON_00200,PERSON_00188,PHONE_00226,routine
SMS_000136,2021-10-07,PERSON_00239,PERSON_00064,PHONE_00370,work
SMS_000137,2021-12-11,PERSON_00014,PERSON_00248,PHONE_00453,routine
SMS_000138,2024-01-18,PERSON_00114,PERSON_00229,PHONE_00216,delivery
SMS_000139,2025-04-22,PERSON_00104,PERSON_00277,PHONE_00627,bank alert
SMS_000140,2023-02-22,PERSON_00176,PERSON_00107,PHONE_00494,routine
SMS_000141,2025-02-04,PERSON_00020,PERSON_00140,PHONE_00604,family
SMS_000142,2023-12-21,PERSON_00289,PERSON_00070,PHONE_00240,appointment
SMS_000143,2021-03-26,PERSON_00338,PERSON_00445,PHONE_00090,family
SMS_000144,2021-04-05,PERSON_00394,PERSON_00028,PHONE_00032,work
SMS_000145,2025-09-01,PERSON_00398,PERSON_00449,PHONE_00229,work
SMS_000146,2024-02-17,PERSON_00407,PERSON_00245,PHONE_00608,routine
SMS_000147,2026-03-07,PERSON_00436,PERSON_00158,PHONE_00187,delivery
SMS_000148,2024-04-07,PERSON_00057,PERSON_00246,PHONE_00456,delivery
SMS_000149,2023-09-28,PERSON_00085,PERSON_00246,PHONE_00166,routine
SMS_000150,2025-02-15,PERSON_00448,PERSON_00151,PHONE_00284,bank alert
SMS_000151,2025-02-19,PERSON_00102,PERSON_00049,PHONE_00442,family
SMS_000152,2021-06-07,PERSON_00004,PERSON_00101,PHONE_00536,family
SMS_000153,2024-01-16,PERSON_00008,PERSON_00104,PHONE_00024,delivery
SMS_000154,2025-09-27,PERSON_00031,PERSON_00166,PHONE_00493,appointment
SMS_000155,2021-12-17,PERSON_00094,PERSON_00364,PHONE_00219,work
SMS_000156,2022-12-14,PERSON_00344,PERSON_00345,PHONE_00371,work
SMS_000157,2025-06-01,PERSON_00400,PERSON_00179,PHONE_00172,routine
SMS_000158,2024-10-16,PERSON_00172,PERSON_00193,PHONE_00487,routine
SMS_000159,2021-05-25,PERSON_00200,PERSON_00343,PHONE_00226,family
SMS_000160,2026-06-11,PERSON_00360,PERSON_00166,PHONE_00467,family
SMS_000161,2022-04-25,PERSON_00162,PERSON_00017,PHONE_00058,family
SMS_000162,2025-01-01,PERSON_00027,PERSON_00012,PHONE_00063,bank alert
SMS_000163,2021-04-18,PERSON_00416,PERSON_00057,PHONE_00236,appointment
SMS_000164,2026-06-26,PERSON_00206,PERSON_00038,PHONE_00496,family
SMS_000165,2023-05-06,PERSON_00280,PERSON_00196,PHONE_00163,family
SMS_000166,2026-04-30,PERSON_00163,PERSON_00102,PHONE_00251,routine
SMS_000167,2021-06-24,PERSON_00223,PERSON_00122,PHONE_00141,bank alert
SMS_000168,2021-01-21,PERSON_00200,PERSON_00188,PHONE_00226,travel
SMS_000169,2023-03-02,PERSON_00400,PERSON_00179,PHONE_00172,travel
SMS_000170,2023-11-27,PERSON_00219,PERSON_00276,PHONE_00476,routine
SMS_000171,2025-09-21,PERSON_00220,PERSON_00159,PHONE_00503,work
SMS_000172,2025-06-07,PERSON_00300,PERSON_00382,PHONE_00060,work
SMS_000173,2024-06-24,PERSON_00102,PERSON_00351,PHONE_00442,family
SMS_000174,2022-06-01,PERSON_00358,PERSON_00010,PHONE_00452,delivery
SMS_000175,2022-05-09,PERSON_00385,PERSON_00263,PHONE_00062,appointment
SMS_000176,2021-12-16,PERSON_00385,PERSON_00178,PHONE_00062,family
SMS_000177,2024-01-11,PERSON_00326,PERSON_00002,PHONE_00192,family
SMS_000178,2023-04-26,PERSON_00058,PERSON_00005,PHONE_00190,bank alert
SMS_000179,2022-11-07,PERSON_00344,PERSON_00386,PHONE_00371,appointment
SMS_000180,2023-03-02,PERSON_00264,PERSON_00098,PHONE_00515,bank alert
SMS_000181,2024-08-06,PERSON_00048,PERSON_00250,PHONE_00455,bank alert
SMS_000182,2023-01-18,PERSON_00065,PERSON_00394,PHONE_00557,family
SMS_000183,2023-10-21,PERSON_00016,PERSON_00150,PHONE_00555,work
SMS_000184,2021-04-16,PERSON_00125,PERSON_00188,PHONE_00638,work
SMS_000185,2021-10-21,PERSON_00227,PERSON_00364,PHONE_00251,work
SMS_000186,2025-10-02,PERSON_00036,PERSON_00143,PHONE_00024,travel
SMS_000187,2023-02-26,PERSON_00379,PERSON_00169,PHONE_00443,work
SMS_000188,2024-12-18,PERSON_00207,PERSON_00042,PHONE_00004,work
SMS_000189,2022-07-14,PERSON_00057,PERSON_00407,PHONE_00456,work
SMS_000190,2026-06-10,PERSON_00149,PERSON_00300,PHONE_00320,family
SMS_000191,2025-04-21,PERSON_00415,PERSON_00313,PHONE_00079,work
SMS_000192,2023-07-28,PERSON_00300,PERSON_00072,PHONE_00060,delivery
SMS_000193,2023-08-01,PERSON_00071,PERSON_00425,PHONE_00392,travel
SMS_000194,2021-04-09,PERSON_00073,PERSON_00204,PHONE_00619,travel
SMS_000195,2021-11-30,PERSON_00309,PERSON_00060,PHONE_00497,routine
SMS_000196,2024-06-03,PERSON_00344,PERSON_00060,PHONE_00371,travel
SMS_000197,2024-02-01,PERSON_00102,PERSON_00351,PHONE_00442,travel
SMS_000198,2024-09-15,PERSON_00218,PERSON_00065,PHONE_00081,work
SMS_000199,2023-11-09,PERSON_00067,PERSON_00197,PHONE_00202,work
SMS_000200,2025-01-18,PERSON_00438,PERSON_00257,PHONE_00435,travel
SMS_000201,2025-07-03,PERSON_00048,PERSON_00250,PHONE_00455,bank alert
SMS_000202,2025-12-14,PERSON_00028,PERSON_00360,PHONE_00399,bank alert
SMS_000203,2022-07-23,PERSON_00143,PERSON_00166,PHONE_00497,delivery
SMS_000204,2025-12-24,PERSON_00309,PERSON_00037,PHONE_00497,travel
SMS_000205,2022-02-15,PERSON_00064,PERSON_00133,PHONE_00164,routine
SMS_000206,2024-12-30,PERSON_00141,PERSON_00165,PHONE_00528,work
SMS_000207,2023-02-18,PERSON_00069,PERSON_00152,PHONE_00163,bank alert
SMS_000208,2023-10-06,PERSON_00429,PERSON_00012,PHONE_00239,work
SMS_000209,2021-07-17,PERSON_00300,PERSON_00378,PHONE_00060,bank alert
SMS_000210,2021-06-22,PERSON_00448,PERSON_00150,PHONE_00284,bank alert
SMS_000211,2021-05-07,PERSON_00011,PERSON_00220,PHONE_00533,travel
SMS_000212,2021-09-11,PERSON_00427,PERSON_00223,PHONE_00216,work
SMS_000213,2021-10-03,PERSON_00135,PERSON_00344,PHONE_00564,work
SMS_000214,2023-10-06,PERSON_00223,PERSON_00027,PHONE_00141,family
SMS_000215,2024-12-29,PERSON_00107,PERSON_00169,PHONE_00345,work
SMS_000216,2025-04-25,PERSON_00021,PERSON_00226,PHONE_00325,delivery
SMS_000217,2024-09-04,PERSON_00281,PERSON_00427,PHONE_00166,family
SMS_000218,2024-02-13,PERSON_00006,PERSON_00126,PHONE_00105,routine
SMS_000219,2024-07-27,PERSON_00024,PERSON_00294,PHONE_00366,work
SMS_000220,2023-11-25,PERSON_00082,PERSON_00065,PHONE_00428,family
SMS_000221,2023-11-04,PERSON_00010,PERSON_00400,PHONE_00080,family
SMS_000222,2022-08-13,PERSON_00150,PERSON_00064,PHONE_00373,delivery
SMS_000223,2021-05-25,PERSON_00035,PERSON_00121,PHONE_00341,travel
SMS_000224,2025-06-04,PERSON_00035,PERSON_00072,PHONE_00341,family
SMS_000225,2024-11-18,PERSON_00102,PERSON_00351,PHONE_00442,travel
SMS_000226,2022-08-31,PERSON_00257,PERSON_00222,PHONE_00099,appointment
SMS_000227,2023-09-20,PERSON_00427,PERSON_00027,PHONE_00216,bank alert
SMS_000228,2024-11-14,PERSON_00046,PERSON_00056,PHONE_00109,delivery
SMS_000229,2022-05-10,PERSON_00272,PERSON_00169,PHONE_00505,bank alert
SMS_000230,2025-09-23,PERSON_00220,PERSON_00385,PHONE_00503,travel
SMS_000231,2021-01-03,PERSON_00099,PERSON_00050,PHONE_00103,routine
SMS_000232,2022-05-25,PERSON_00077,PERSON_00244,PHONE_00017,delivery
SMS_000233,2021-03-18,PERSON_00097,PERSON_00309,PHONE_00389,delivery
SMS_000234,2022-07-18,PERSON_00010,PERSON_00400,PHONE_00080,work
SMS_000235,2022-01-21,PERSON_00298,PERSON_00321,PHONE_00045,work
SMS_000236,2023-05-30,PERSON_00394,PERSON_00028,PHONE_00032,travel
SMS_000237,2021-03-30,PERSON_00192,PERSON_00171,PHONE_00423,family
SMS_000238,2023-07-16,PERSON_00225,PERSON_00294,PHONE_00274,work
SMS_000239,2023-03-11,PERSON_00342,PERSON_00255,PHONE_00191,bank alert
SMS_000240,2026-05-29,PERSON_00069,PERSON_00091,PHONE_00163,family
SMS_000241,2024-02-04,PERSON_00035,PERSON_00135,PHONE_00341,family
SMS_000242,2024-06-06,PERSON_00255,PERSON_00034,PHONE_00292,travel
SMS_000243,2025-12-22,PERSON_00101,PERSON_00388,PHONE_00408,routine
SMS_000244,2021-10-08,PERSON_00363,PERSON_00256,PHONE_00407,routine
SMS_000245,2025-02-14,PERSON_00259,PERSON_00362,PHONE_00031,work
SMS_000246,2022-07-17,PERSON_00233,PERSON_00434,PHONE_00558,family
SMS_000247,2024-03-23,PERSON_00121,PERSON_00141,PHONE_00362,travel
SMS_000248,2024-04-20,PERSON_00308,PERSON_00142,PHONE_00231,travel
SMS_000249,2021-09-15,PERSON_00114,PERSON_00057,PHONE_00216,delivery
SMS_000250,2024-11-30,PERSON_00282,PERSON_00300,PHONE_00104,work
SMS_000251,2021-07-17,PERSON_00132,PERSON_00363,PHONE_00371,work
SMS_000252,2024-12-21,PERSON_00325,PERSON_00162,PHONE_00466,travel
SMS_000253,2022-09-10,PERSON_00108,PERSON_00160,PHONE_00254,bank alert
SMS_000254,2024-08-28,PERSON_00311,PERSON_00159,PHONE_00472,delivery
SMS_000255,2021-06-19,PERSON_00386,PERSON_00015,PHONE_00029,routine
SMS_000256,2023-03-10,PERSON_00442,PERSON_00223,PHONE_00022,bank alert
SMS_000257,2023-05-06,PERSON_00393,PERSON_00382,PHONE_00514,bank alert
SMS_000258,2023-03-02,PERSON_00320,PERSON_00162,PHONE_00336,family
SMS_000259,2026-03-14,PERSON_00330,PERSON_00008,PHONE_00327,travel
SMS_000260,2025-06-13,PERSON_00044,PERSON_00036,PHONE_00184,appointment
SMS_000261,2022-07-05,PERSON_00393,PERSON_00438,PHONE_00514,bank alert
SMS_000262,2022-10-09,PERSON_00071,PERSON_00288,PHONE_00392,bank alert
SMS_000263,2021-01-13,PERSON_00347,PERSON_00249,PHONE_00161,appointment
SMS_000264,2023-09-09,PERSON_00010,PERSON_00176,PHONE_00080,bank alert
SMS_000265,2021-03-30,PERSON_00070,PERSON_00259,PHONE_00175,appointment
SMS_000266,2026-02-21,PERSON_00311,PERSON_00304,PHONE_00472,bank alert
SMS_000267,2022-07-24,PERSON_00143,PERSON_00178,PHONE_00497,family
SMS_000268,2023-05-01,PERSON_00124,PERSON_00203,PHONE_00503,bank alert
SMS_000269,2021-08-31,PERSON_00265,PERSON_00359,PHONE_00198,family
SMS_000270,2025-05-06,PERSON_00178,PERSON_00070,PHONE_00090,work
SMS_000271,2024-07-25,PERSON_00124,PERSON_00155,PHONE_00488,travel
SMS_000272,2023-03-20,PERSON_00172,PERSON_00090,PHONE_00487,family
SMS_000273,2023-04-28,PERSON_00368,PERSON_00065,PHONE_00397,family
SMS_000274,2021-02-22,PERSON_00184,PERSON_00178,PHONE_00496,appointment
SMS_000275,2022-04-26,PERSON_00010,PERSON_00105,PHONE_00080,bank alert
SMS_000276,2025-01-14,PERSON_00394,PERSON_00141,PHONE_00032,family
SMS_000277,2021-11-28,PERSON_00285,PERSON_00277,PHONE_00116,family
SMS_000278,2021-09-17,PERSON_00192,PERSON_00343,PHONE_00423,work
SMS_000279,2023-09-03,PERSON_00178,PERSON_00362,PHONE_00090,family
SMS_000280,2022-11-01,PERSON_00124,PERSON_00203,PHONE_00503,delivery
SMS_000281,2021-08-17,PERSON_00173,PERSON_00281,PHONE_00529,travel
SMS_000282,2024-10-18,PERSON_00414,PERSON_00111,PHONE_00012,family
SMS_000283,2023-08-07,PERSON_00306,PERSON_00044,PHONE_00117,work
SMS_000284,2022-06-08,PERSON_00343,PERSON_00282,PHONE_00373,work
SMS_000285,2021-08-26,PERSON_00173,PERSON_00009,PHONE_00529,family
SMS_000286,2026-02-11,PERSON_00139,PERSON_00045,PHONE_00021,work
SMS_000287,2025-03-22,PERSON_00170,PERSON_00130,PHONE_00152,routine
SMS_000288,2025-11-20,PERSON_00021,PERSON_00001,PHONE_00325,routine
SMS_000289,2026-04-20,PERSON_00125,PERSON_00374,PHONE_00638,family
SMS_000290,2022-02-22,PERSON_00306,PERSON_00043,PHONE_00117,routine
SMS_000291,2023-04-01,PERSON_00049,PERSON_00157,PHONE_00538,family
SMS_000292,2022-07-08,PERSON_00048,PERSON_00215,PHONE_00116,work
SMS_000293,2024-11-22,PERSON_00220,PERSON_00178,PHONE_00503,work
SMS_000294,2021-12-15,PERSON_00337,PERSON_00343,PHONE_00531,family
SMS_000295,2023-03-04,PERSON_00065,PERSON_00394,PHONE_00557,delivery
SMS_000296,2023-09-06,PERSON_00060,PERSON_00255,PHONE_00630,family
SMS_000297,2021-12-05,PERSON_00156,PERSON_00064,PHONE_00605,family
SMS_000298,2025-02-07,PERSON_00314,PERSON_00110,PHONE_00104,family
SMS_000299,2024-04-16,PERSON_00237,PERSON_00105,PHONE_00106,travel
SMS_000300,2023-10-23,PERSON_00037,PERSON_00309,PHONE_00233,appointment
SMS_000301,2025-02-17,PERSON_00336,PERSON_00279,PHONE_00083,work
SMS_000302,2021-01-01,PERSON_00040,PERSON_00150,PHONE_00208,travel
SMS_000303,2024-12-07,PERSON_00169,PERSON_00098,PHONE_00042,delivery
SMS_000304,2023-08-09,PERSON_00087,PERSON_00222,PHONE_00462,routine
SMS_000305,2021-11-15,PERSON_00171,PERSON_00055,PHONE_00214,work
SMS_000306,2021-08-22,PERSON_00178,PERSON_00259,PHONE_00090,travel
SMS_000307,2026-02-01,PERSON_00391,PERSON_00238,PHONE_00473,delivery
SMS_000308,2022-05-15,PERSON_00383,PERSON_00400,PHONE_00075,work
SMS_000309,2024-08-05,PERSON_00085,PERSON_00104,PHONE_00166,routine
SMS_000310,2023-09-18,PERSON_00331,PERSON_00288,PHONE_00274,work
SMS_000311,2025-02-20,PERSON_00137,PERSON_00379,PHONE_00044,work
SMS_000312,2026-04-14,PERSON_00371,PERSON_00061,PHONE_00288,family
SMS_000313,2022-06-24,PERSON_00284,PERSON_00309,PHONE_00299,family
SMS_000314,2021-04-07,PERSON_00103,PERSON_00372,PHONE_00408,travel
SMS_000315,2026-02-14,PERSON_00398,PERSON_00333,PHONE_00229,travel
SMS_000316,2025-05-17,PERSON_00406,PERSON_00051,PHONE_00478,routine
SMS_000317,2023-11-19,PERSON_00088,PERSON_00355,PHONE_00006,work
SMS_000318,2022-11-13,PERSON_00173,PERSON_00388,PHONE_00529,delivery
SMS_000319,2024-01-10,PERSON_00229,PERSON_00308,PHONE_00325,family
SMS_000320,2024-08-17,PERSON_00261,PERSON_00324,PHONE_00650,family
SMS_000321,2022-01-07,PERSON_00433,PERSON_00272,PHONE_00062,work
SMS_000322,2024-05-14,PERSON_00231,PERSON_00067,PHONE_00315,delivery
SMS_000323,2021-09-16,PERSON_00150,PERSON_00102,PHONE_00373,bank alert
SMS_000324,2025-09-19,PERSON_00036,PERSON_00052,PHONE_00024,family
SMS_000325,2023-12-21,PERSON_00065,PERSON_00060,PHONE_00557,work
SMS_000326,2025-09-11,PERSON_00379,PERSON_00239,PHONE_00443,routine
SMS_000327,2024-05-09,PERSON_00384,PERSON_00050,PHONE_00608,work
SMS_000328,2026-06-06,PERSON_00099,PERSON_00050,PHONE_00428,bank alert
SMS_000329,2021-01-23,PERSON_00005,PERSON_00181,PHONE_00074,delivery
SMS_000330,2022-07-17,PERSON_00213,PERSON_00025,PHONE_00042,work
SMS_000331,2023-12-18,PERSON_00269,PERSON_00210,PHONE_00583,routine
SMS_000332,2024-01-08,PERSON_00184,PERSON_00178,PHONE_00164,family
SMS_000333,2025-06-13,PERSON_00298,PERSON_00381,PHONE_00045,work
SMS_000334,2026-05-14,PERSON_00102,PERSON_00055,PHONE_00442,work
SMS_000335,2021-01-01,PERSON_00426,PERSON_00304,PHONE_00629,routine
SMS_000336,2022-06-15,PERSON_00416,PERSON_00169,PHONE_00236,delivery
SMS_000337,2021-11-20,PERSON_00372,PERSON_00375,PHONE_00177,work
SMS_000338,2022-07-10,PERSON_00011,PERSON_00362,PHONE_00533,routine
SMS_000339,2022-04-17,PERSON_00367,PERSON_00196,PHONE_00304,travel
SMS_000340,2024-01-27,PERSON_00171,PERSON_00121,PHONE_00214,routine
